,team,opponent,date,min,win_or_lose,score,FGM,FGA,FG%,FG3M,FG3A,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
56,POR,DEN,04/07/2019,240,W,115,41,89,46.1,9,28,32.1,24,29,82.8,17,41,58,22,5,5,16,16,7
57,DEN,POR,04/07/2019,240,L,108,42,95,44.2,13,33,39.4,11,20,55.0,12,30,42,24,9,4,11,26,-7
58,DET,CHA,04/07/2019,240,L,91,34,92,37.0,10,41,24.4,13,15,86.7,18,37,55,20,3,7,9,18,-13
59,CHA,DET,04/07/2019,240,W,104,38,88,43.2,10,31,32.3,18,23,78.3,8,36,44,23,5,3,7,13,13
60,PHX,HOU,04/07/2019,240,L,113,43,93,46.2,11,34,32.4,16,21,76.2,8,34,42,26,8,0,13,18,-36
61,HOU,PHX,04/07/2019,240,W,149,53,100,53.0,27,57,47.4,16,21,76.2,12,40,52,34,12,5,9,16,36
62,CLE,SAS,04/07/2019,240,L,90,31,79,39.2,8,29,27.6,20,27,74.1,10,25,35,16,14,1,18,16,-22
63,SAS,CLE,04/07/2019,240,W,112,43,82,52.4,9,22,40.9,17,22,77.3,11,38,49,27,10,5,18,18,22
64,BOS,ORL,04/07/2019,240,L,108,42,89,47.2,12,31,38.7,12,14,85.7,6,33,39,28,9,4,14,19,-8
65,ORL,BOS,04/07/2019,240,W,116,41,90,45.6,12,33,36.4,22,22,100,11,34,45,29,9,7,16,14,8
66,NYK,WAS,04/07/2019,240,W,113,41,80,51.3,17,34,50.0,14,19,73.7,7,36,43,24,5,9,15,14,3
67,WAS,NYK,04/07/2019,240,L,110,43,103,41.7,10,34,29.4,14,18,77.8,21,29,50,24,12,4,9,16,-3
68,LAL,UTA,04/07/2019,240,W,113,46,89,51.7,7,25,28.0,14,21,66.7,16,33,49,28,5,5,17,21,4
69,UTA,LAL,04/07/2019,240,L,109,38,84,45.2,13,42,31.0,20,28,71.4,10,25,35,25,11,4,11,17,-4
70,LAC,GSW,04/07/2019,240,L,104,38,79,48.1,10,19,52.6,18,29,62.1,6,33,39,26,7,4,20,22,-27
71,GSW,LAC,04/07/2019,240,W,131,53,97,54.6,12,37,32.4,13,15,86.7,11,37,48,34,16,8,11,22,27
72,BKN,MIL,04/06/2019,240,W,133,48,97,49.5,19,45,42.2,18,23,78.3,12,31,43,25,7,0,10,19,5
73,MIL,BKN,04/06/2019,240,L,128,49,88,55.7,16,34,47.1,14,21,66.7,6,37,43,28,7,4,14,18,-5
74,CHI,PHI,04/06/2019,240,L,96,38,89,42.7,8,25,32.0,12,15,80.0,7,31,38,22,4,3,8,22,-20
75,PHI,CHI,04/06/2019,240,W,116,46,88,52.3,9,27,33.3,15,26,57.7,10,44,54,25,5,5,10,14,20
76,DET,OKC,04/05/2019,240,L,110,35,81,43.2,15,41,36.6,25,31,80.6,4,28,32,20,10,8,14,23,-13
77,OKC,DET,04/05/2019,240,W,123,48,101,47.5,12,29,41.4,15,22,68.2,21,38,59,30,10,4,17,24,13
78,SAS,WAS,04/05/2019,240,W,129,51,91,56.0,10,25,40.0,17,20,85.0,12,30,42,34,3,4,9,18,17
79,WAS,SAS,04/05/2019,240,L,112,42,88,47.7,9,32,28.1,19,22,86.4,9,25,34,22,2,4,10,16,-17
80,TOR,CHA,04/05/2019,240,L,111,43,80,53.8,9,26,34.6,16,20,80.0,5,38,43,27,2,5,14,17,-2
81,CHA,TOR,04/05/2019,240,W,113,44,94,46.8,13,39,33.3,12,14,85.7,8,32,40,28,6,2,7,17,2
82,MIA,MIN,04/05/2019,240,L,109,45,88,51.1,10,34,29.4,9,12,75.0,9,29,38,24,10,6,17,23,-2
83,MIN,MIA,04/05/2019,240,W,111,43,86,50.0,8,24,33.3,17,21,81.0,9,34,43,25,10,2,19,18,2
84,POR,DEN,04/05/2019,240,L,110,42,86,48.8,10,29,34.5,16,20,80.0,12,28,40,24,6,2,15,23,-9
85,DEN,POR,04/05/2019,240,W,119,43,84,51.2,7,27,25.9,26,29,89.7,12,27,39,27,10,4,10,19,9
86,DAL,MEM,04/05/2019,240,L,112,41,96,42.7,17,47,36.2,13,21,61.9,11,31,42,28,4,4,9,13,-10
87,MEM,DAL,04/05/2019,240,W,122,46,96,47.9,16,41,39.0,14,16,87.5,12,38,50,30,7,2,10,16,10
88,BOS,IND,04/05/2019,240,W,117,48,92,52.2,7,27,25.9,14,16,87.5,7,42,49,27,7,6,11,15,20
89,IND,BOS,04/05/2019,240,L,97,38,92,41.3,10,23,43.5,11,19,57.9,10,35,45,24,5,3,11,15,-20
90,SAC,UTA,04/05/2019,240,L,98,38,92,41.3,5,21,23.8,17,25,68.0,12,35,47,17,7,1,18,23,-21
91,UTA,SAC,04/05/2019,240,W,119,44,85,51.8,15,33,45.5,16,25,64.0,7,39,46,30,9,6,16,26,21
92,NYK,HOU,04/05/2019,240,L,96,37,82,45.1,6,27,22.2,16,27,59.3,5,48,53,22,3,6,16,17,-24
93,HOU,NYK,04/05/2019,240,W,120,43,101,42.6,22,59,37.3,12,17,70.6,7,41,48,26,8,2,6,21,24
94,ATL,ORL,04/05/2019,240,L,113,41,94,43.6,10,39,25.6,21,31,67.7,10,28,38,21,16,4,14,21,-36
95,ORL,ATL,04/05/2019,240,W,149,56,92,60.9,18,37,48.6,19,25,76.0,9,45,54,35,11,4,19,24,36
96,LAC,LAL,04/05/2019,240,L,117,40,91,44.0,10,29,34.5,27,31,87.1,7,38,45,29,7,8,13,22,-5
97,LAL,LAC,04/05/2019,240,W,122,43,96,44.8,14,32,43.8,22,27,81.5,14,41,55,28,8,10,14,24,5
98,NOP,PHX,04/05/2019,265,L,126,49,101,48.5,8,23,34.8,20,27,74.1,15,38,53,28,4,4,15,21,-7
99,PHX,NOP,04/05/2019,265,W,133,51,104,49.0,14,36,38.9,17,21,81.0,13,33,46,27,12,11,7,18,7
100,GSW,CLE,04/05/2019,240,W,120,46,87,52.9,20,37,54.1,8,8,100,4,34,38,29,2,8,13,21,6
101,CLE,GSW,04/05/2019,240,L,114,43,97,44.3,7,30,23.3,21,23,91.3,12,36,48,21,9,1,7,11,-6
102,CLE,SAC,04/04/2019,240,L,104,44,81,54.3,11,25,44.0,5,9,55.6,10,40,50,20,3,1,22,13,-13
103,SAC,CLE,04/04/2019,240,W,117,48,97,49.5,14,38,36.8,7,10,70.0,8,28,36,28,12,3,7,14,13
104,GSW,LAL,04/04/2019,240,W,108,43,98,43.9,18,46,39.1,4,5,80.0,9,42,51,30,11,5,15,18,18
105,LAL,GSW,04/04/2019,240,L,90,37,104,35.6,8,37,21.6,8,14,57.1,18,44,62,25,10,7,18,10,-18
106,MIL,PHI,04/04/2019,240,W,128,42,93,45.2,12,34,35.3,32,43,74.4,8,42,50,26,5,6,11,18,6
107,PHI,MIL,04/04/2019,240,L,122,45,95,47.4,18,36,50.0,14,18,77.8,4,39,43,36,4,8,13,26,-6
108,NOP,CHA,04/03/2019,240,L,109,40,85,47.1,15,41,36.6,14,17,82.4,7,41,48,25,7,4,19,27,-6
109,CHA,NOP,04/03/2019,240,W,115,38,90,42.2,12,34,35.3,27,32,84.4,11,37,48,19,13,5,11,15,6
110,WAS,CHI,04/03/2019,240,L,114,45,97,46.4,5,27,18.5,19,26,73.1,9,30,39,24,8,9,12,18,-1
111,CHI,WAS,04/03/2019,240,W,115,48,90,53.3,5,19,26.3,14,17,82.4,9,40,49,22,7,5,20,23,1
112,DEN,SAS,04/03/2019,240,W,113,47,87,54.0,12,33,36.4,7,12,58.3,8,39,47,41,6,3,15,20,28
113,SAS,DEN,04/03/2019,240,L,85,31,81,38.3,5,27,18.5,18,25,72.0,11,27,38,15,9,7,11,14,-28
114,PHI,ATL,04/03/2019,240,L,122,45,98,45.9,10,31,32.3,22,38,57.9,26,31,57,27,8,4,13,24,-8
115,ATL,PHI,04/03/2019,240,W,130,48,92,52.2,12,36,33.3,22,28,78.6,11,33,44,29,7,7,11,26,8
116,DAL,MIN,04/03/2019,240,L,108,43,94,45.7,7,39,17.9,15,19,78.9,12,37,49,26,2,5,13,20,-2
117,MIN,DAL,04/03/2019,240,W,110,42,86,48.8,10,27,37.0,16,20,80.0,5,33,38,26,6,3,10,25,2
118,POR,MEM,04/03/2019,240,W,116,48,94,51.1,10,31,32.3,10,16,62.5,14,40,54,28,9,3,14,14,27
119,MEM,POR,04/03/2019,240,L,89,31,80,38.8,11,33,33.3,16,19,84.2,4,28,32,20,10,9,13,16,-27
120,IND,DET,04/03/2019,240,W,108,43,92,46.7,6,21,28.6,16,22,72.7,10,34,44,31,9,4,11,18,19
121,DET,IND,04/03/2019,240,L,89,31,80,38.8,11,41,26.8,16,24,66.7,11,35,46,21,6,5,20,25,-19
122,BOS,MIA,04/03/2019,240,W,112,38,80,47.5,9,24,37.5,27,31,87.1,6,36,42,25,8,7,12,21,10
123,MIA,BOS,04/03/2019,240,L,102,39,95,41.1,12,36,33.3,12,20,60.0,16,31,47,25,6,5,15,23,-10
124,NYK,ORL,04/03/2019,240,L,100,38,85,44.7,6,27,22.2,18,21,85.7,8,31,39,21,10,5,12,18,-14
125,ORL,NYK,04/03/2019,240,W,114,45,99,45.5,11,32,34.4,13,20,65.0,19,36,55,29,5,7,14,16,14
126,HOU,LAC,04/03/2019,240,W,135,47,88,53.4,18,38,47.4,23,29,79.3,12,36,48,22,6,7,16,29,32
127,LAC,HOU,04/03/2019,240,L,103,38,82,46.3,8,26,30.8,19,31,61.3,9,29,38,27,11,2,19,22,-32
128,TOR,BKN,04/03/2019,240,W,115,44,105,41.9,15,38,39.5,12,14,85.7,17,35,52,29,9,1,7,16,10
129,BKN,TOR,04/03/2019,240,L,105,41,86,47.7,10,32,31.3,13,21,61.9,9,44,53,23,3,2,16,19,-10
130,UTA,PHX,04/03/2019,240,W,118,44,77,57.1,16,32,50.0,14,18,77.8,7,38,45,30,2,9,20,16,21
131,PHX,UTA,04/03/2019,240,L,97,42,91,46.2,5,21,23.8,8,13,61.5,9,22,31,21,7,3,10,23,-21
132,LAL,OKC,04/02/2019,240,L,103,40,84,47.6,16,39,41.0,7,10,70.0,4,35,39,26,7,2,23,25,-16
133,OKC,LAL,04/02/2019,240,W,119,47,102,46.1,13,44,29.5,12,20,60.0,17,33,50,33,15,7,12,14,16
134,SAC,HOU,04/02/2019,240,L,105,42,95,44.2,7,23,30.4,14,20,70.0,16,35,51,19,3,4,11,15,-25
135,HOU,SAC,04/02/2019,240,W,130,46,94,48.9,26,61,42.6,12,17,70.6,8,35,43,30,8,3,7,20,25
136,SAS,ATL,04/02/2019,240,W,117,42,80,52.5,14,30,46.7,19,22,86.4,4,41,45,23,6,6,17,17,6
137,ATL,SAS,04/02/2019,240,L,111,43,94,45.7,12,34,35.3,13,20,65.0,11,32,43,26,13,2,11,18,-6
138,GSW,DEN,04/02/2019,240,W,116,50,92,54.3,13,34,38.2,3,8,37.5,13,42,55,36,11,11,24,21,14
139,DEN,GSW,04/02/2019,240,L,102,36,96,37.5,7,30,23.3,23,29,79.3,12,28,40,23,19,4,16,15,-14
140,ORL,TOR,04/01/2019,240,L,109,43,93,46.2,12,33,36.4,11,15,73.3,11,35,46,32,7,8,13,21,-12
141,TOR,ORL,04/01/2019,240,W,121,42,84,50.0,19,37,51.4,18,22,81.8,6,33,39,31,9,8,14,20,12
142,POR,MIN,04/01/2019,240,W,132,50,91,54.9,15,30,50.0,17,24,70.8,15,35,50,31,6,9,14,17,10
143,MIN,POR,04/01/2019,240,L,122,47,96,49.0,11,29,37.9,17,19,89.5,10,27,37,29,8,3,9,19,-10
144,DAL,PHI,04/01/2019,240,W,122,46,97,47.4,12,32,37.5,18,27,66.7,10,44,54,29,5,3,9,22,20
145,PHI,DAL,04/01/2019,240,L,102,36,93,38.7,6,33,18.2,24,32,75.0,12,43,55,20,2,9,12,22,-20
146,IND,DET,04/01/2019,240,W,111,42,77,54.5,10,22,45.5,17,22,77.3,7,35,42,27,9,8,17,20,9
147,DET,IND,04/01/2019,240,L,102,38,88,43.2,12,33,36.4,14,19,73.7,16,25,41,21,7,5,15,24,-9
148,UTA,CHA,04/01/2019,240,W,111,38,79,48.1,15,35,42.9,20,26,76.9,5,42,47,30,7,3,18,25,9
149,CHA,UTA,04/01/2019,240,L,102,36,90,40.0,7,30,23.3,23,29,79.3,10,34,44,15,12,2,11,20,-9
150,MIA,BOS,04/01/2019,240,L,105,40,88,45.5,10,37,27.0,15,18,83.3,9,39,48,27,9,6,15,17,-5
151,BOS,MIA,04/01/2019,240,W,110,36,91,39.6,17,40,42.5,21,24,87.5,14,35,49,25,8,2,13,18,5
152,BKN,MIL,04/01/2019,240,L,121,39,94,41.5,16,44,36.4,27,34,79.4,16,39,55,19,6,5,23,26,-10
153,MIL,BKN,04/01/2019,240,W,131,47,94,50.0,11,34,32.4,26,30,86.7,6,34,40,28,15,7,15,26,10
154,PHX,CLE,04/01/2019,240,W,122,46,84,54.8,13,37,35.1,17,20,85.0,5,35,40,28,1,11,14,22,9
155,CLE,PHX,04/01/2019,240,L,113,45,99,45.5,8,22,36.4,15,22,68.2,18,30,48,17,5,3,9,24,-9
156,CHI,NYK,04/01/2019,240,L,105,42,94,44.7,4,17,23.5,17,23,73.9,12,32,44,20,9,2,7,18,-8
157,NYK,CHI,04/01/2019,240,W,113,37,74,50.0,18,38,47.4,21,25,84.0,6,38,44,24,2,9,17,18,8
158,NOP,LAL,03/31/2019,240,L,102,38,83,45.8,8,31,25.8,18,21,85.7,5,40,45,19,5,1,24,16,-28
159,LAL,NOP,03/31/2019,240,W,130,48,101,47.5,15,38,39.5,19,22,86.4,11,35,46,30,16,5,11,20,28
160,DAL,OKC,03/31/2019,240,W,106,37,87,42.5,16,44,36.4,16,23,69.6,10,42,52,18,3,2,13,19,3
161,OKC,DAL,03/31/2019,240,L,103,38,98,38.8,11,43,25.6,16,22,72.7,15,34,49,19,6,6,8,21,-3
162,DEN,WAS,03/31/2019,240,L,90,35,93,37.6,7,36,19.4,13,20,65.0,12,45,57,18,6,5,11,18,-5
163,WAS,DEN,03/31/2019,240,W,95,37,92,40.2,6,24,25.0,15,20,75.0,9,45,54,24,9,6,12,21,5
164,MIL,ATL,03/31/2019,265,L,135,48,116,41.4,17,55,30.9,22,23,95.7,22,49,71,30,6,3,16,20,-1
165,ATL,MIL,03/31/2019,265,W,136,52,118,44.1,22,61,36.1,10,17,58.8,15,43,58,36,10,10,9,13,1
166,LAC,MEM,03/31/2019,240,W,113,36,75,48.0,7,27,25.9,34,38,89.5,5,42,47,23,9,5,19,23,17
167,MEM,LAC,03/31/2019,240,L,96,32,85,37.6,8,33,24.2,24,29,82.8,6,28,34,22,13,6,14,26,-17
168,SAS,SAC,03/31/2019,240,L,106,44,94,46.8,8,27,29.6,10,14,71.4,15,27,42,24,7,3,11,22,-7
169,SAC,SAS,03/31/2019,240,W,113,39,81,48.1,11,25,44.0,24,28,85.7,7,35,42,20,9,1,12,15,7
170,GSW,CHA,03/31/2019,240,W,137,53,88,60.2,21,33,63.6,10,12,83.3,10,40,50,41,7,10,15,19,47
171,CHA,GSW,03/31/2019,240,L,90,30,85,35.3,8,32,25.0,22,25,88.0,7,21,28,24,8,4,11,11,-47
172,PHI,MIN,03/30/2019,240,W,118,44,94,46.8,15,31,48.4,15,21,71.4,15,40,55,32,5,4,13,20,9
173,MIN,PHI,03/30/2019,240,L,109,39,86,45.3,11,26,42.3,20,25,80.0,4,32,36,23,6,6,9,15,-9
174,ORL,IND,03/30/2019,240,W,121,47,92,51.1,15,38,39.5,12,14,85.7,9,28,37,37,9,3,7,16,5
175,IND,ORL,03/30/2019,240,L,116,48,90,53.3,9,24,37.5,11,17,64.7,11,33,44,26,4,3,15,18,-5
176,DET,POR,03/30/2019,240,W,99,37,86,43.0,5,25,20.0,20,26,76.9,7,38,45,20,8,6,10,21,9
177,POR,DET,03/30/2019,240,L,90,38,102,37.3,4,21,19.0,10,11,90.9,18,41,59,18,7,5,17,19,-9
178,HOU,SAC,03/30/2019,240,W,119,39,83,47.0,17,52,32.7,24,27,88.9,6,32,38,19,6,2,10,17,11
179,SAC,HOU,03/30/2019,240,L,108,42,94,44.7,15,29,51.7,9,15,60.0,16,33,49,28,3,4,12,17,-11
180,LAC,CLE,03/30/2019,240,W,132,53,85,62.4,15,33,45.5,11,16,68.8,9,35,44,33,5,5,16,25,24
181,CLE,LAC,03/30/2019,240,L,108,41,92,44.6,3,23,13.0,23,28,82.1,14,22,36,18,11,0,13,16,-24
182,BKN,BOS,03/30/2019,240,W,110,38,83,45.8,12,38,31.6,22,28,78.6,5,35,40,22,7,2,14,17,14
183,BOS,BKN,03/30/2019,240,L,96,35,83,42.2,8,20,40.0,18,23,78.3,7,32,39,19,8,7,15,25,-14
184,PHX,MEM,03/30/2019,240,L,115,43,81,53.1,12,28,42.9,17,23,73.9,7,33,40,27,8,7,20,26,-5
185,MEM,PHX,03/30/2019,240,W,120,41,89,46.1,8,25,32.0,30,40,75.0,15,29,44,24,15,6,11,18,5
186,NYK,MIA,03/30/2019,240,L,92,31,77,40.3,9,38,23.7,21,25,84.0,8,34,42,20,10,7,20,16,-8
187,MIA,NYK,03/30/2019,240,W,100,39,90,43.3,9,32,28.1,13,17,76.5,14,37,51,26,11,3,19,21,8
188,CHI,TOR,03/30/2019,240,L,101,41,97,42.3,9,30,30.0,10,16,62.5,17,36,53,21,7,6,13,15,-23
189,TOR,CHI,03/30/2019,240,W,124,46,89,51.7,18,38,47.4,14,18,77.8,6,41,47,35,10,4,12,15,23
190,OKC,DEN,03/29/2019,240,L,105,43,88,48.9,8,27,29.6,11,16,68.8,11,24,35,19,5,5,13,17,-10
191,DEN,OKC,03/29/2019,240,W,115,48,85,56.5,14,33,42.4,5,6,83.3,7,32,39,30,6,1,13,21,10
192,MIN,GSW,03/29/2019,265,W,131,45,103,43.7,14,38,36.8,27,34,79.4,15,44,59,25,7,3,16,24,1
193,GSW,MIN,03/29/2019,265,L,130,46,98,46.9,18,40,45.0,20,28,71.4,8,37,45,27,11,3,15,24,-1
194,ATL,POR,03/29/2019,240,L,98,38,94,40.4,9,38,23.7,13,14,92.9,8,33,41,20,5,7,10,22,-20
195,POR,ATL,03/29/2019,240,W,118,45,96,46.9,9,32,28.1,19,22,86.4,10,45,55,19,4,4,9,9,20
196,WAS,UTA,03/29/2019,240,L,124,48,98,49.0,15,37,40.5,13,22,59.1,12,30,42,32,11,3,13,18,-4
197,UTA,WAS,03/29/2019,240,W,128,48,87,55.2,14,32,43.8,18,18,100,8,36,44,26,7,7,18,22,4
198,BOS,IND,03/29/2019,240,W,114,44,86,51.2,13,27,48.1,13,17,76.5,7,36,43,27,8,5,14,19,2
199,IND,BOS,03/29/2019,240,L,112,42,90,46.7,12,27,44.4,16,23,69.6,14,27,41,27,9,2,12,16,-2
200,LAL,CHA,03/29/2019,240,W,129,51,91,56.0,18,38,47.4,9,12,75.0,11,33,44,34,8,2,14,17,14
201,CHA,LAL,03/29/2019,240,L,115,42,88,47.7,15,39,38.5,16,17,94.1,8,29,37,26,8,2,13,14,-14
202,SAC,NOP,03/28/2019,240,L,118,47,95,49.5,10,23,43.5,14,16,87.5,8,36,44,28,6,10,12,19,-3
203,NOP,SAC,03/28/2019,240,W,121,49,97,50.5,9,28,32.1,14,14,100,8,37,45,27,6,6,12,16,3
204,MIL,LAC,03/28/2019,240,W,128,45,86,52.3,16,37,43.2,22,27,81.5,3,44,47,25,5,5,10,21,10
205,LAC,MIL,03/28/2019,240,L,118,42,92,45.7,17,33,51.5,17,22,77.3,8,38,46,26,7,3,11,21,-10
206,ORL,DET,03/28/2019,240,L,98,37,94,39.4,8,31,25.8,16,20,80.0,15,28,43,21,5,4,12,14,-17
207,DET,ORL,03/28/2019,240,W,115,46,86,53.5,17,35,48.6,6,12,50.0,10,33,43,25,8,9,12,18,17
208,MIA,DAL,03/28/2019,240,W,105,39,89,43.8,7,30,23.3,20,27,74.1,10,45,55,24,7,4,11,22,6
209,DAL,MIA,03/28/2019,240,L,99,36,92,39.1,16,47,34.0,11,17,64.7,10,40,50,26,4,2,13,21,-6
210,DEN,HOU,03/28/2019,240,L,85,31,84,36.9,4,24,16.7,19,20,95.0,7,31,38,22,7,3,15,17,-27
