,team,opponent,date,min,win_or_lose,score,FGM,FGA,FG%,FG3M,FG3A,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
19,MIA,ORL,04/18/2007,240,L,68,26,69,37.7,4,13,30.8,12,14,85.7,5,26,31,16,6,5,15,23,-26
20,LAC,NOK,04/18/2007,240,L,83,31,77,40.3,5,11,45.5,16,23,69.6,20,25,45,19,6,5,15,17,-3
21,NOK,LAC,04/18/2007,240,W,86,35,81,43.2,5,18,27.8,11,11,100,13,21,34,21,7,4,11,17,3
22,BOS,DET,04/18/2007,240,L,89,34,79,43.0,6,14,42.9,15,20,75.0,16,26,42,20,9,2,20,15,-2
23,DET,BOS,04/18/2007,240,W,91,38,81,46.9,3,16,18.8,12,18,66.7,13,31,44,20,9,7,16,18,2
24,CHI,NJN,04/18/2007,240,L,97,35,83,42.2,7,19,36.8,20,27,74.1,12,31,43,19,5,2,17,33,-9
25,NJN,CHI,04/18/2007,240,W,106,36,79,45.6,8,26,30.8,26,38,68.4,14,35,49,27,5,5,17,26,9
26,DEN,SAS,04/18/2007,240,W,100,42,85,49.4,11,26,42.3,5,16,31.3,12,43,55,28,5,3,15,21,23
27,SAS,DEN,04/18/2007,240,L,77,29,81,35.8,5,20,25.0,14,21,66.7,8,31,39,14,7,3,11,17,-23
28,WAS,ORL,04/17/2007,240,L,89,28,80,35.0,8,26,30.8,25,44,56.8,18,24,42,16,6,8,9,20,-6
29,ORL,WAS,04/17/2007,240,W,95,33,66,50.0,3,9,33.3,26,31,83.9,10,33,43,16,1,10,18,31,6
30,ATL,IND,04/17/2007,240,W,118,44,83,53.0,0,6,0.0,30,36,83.3,12,29,41,30,7,9,11,25,16
31,IND,ATL,04/17/2007,240,L,102,35,71,49.3,5,14,35.7,27,32,84.4,7,26,33,22,7,6,16,32,-16
32,TOR,DET,04/17/2007,240,L,84,32,82,39.0,3,13,23.1,17,26,65.4,13,33,46,21,7,3,13,18,-16
33,DET,TOR,04/17/2007,240,W,100,42,80,52.5,6,16,37.5,10,17,58.8,3,39,42,31,7,7,11,20,16
34,LAC,PHX,04/17/2007,240,W,103,38,90,42.2,5,10,50.0,22,27,81.5,20,29,49,16,5,4,13,16,4
35,PHX,LAC,04/17/2007,240,L,99,37,86,43.0,10,32,31.3,15,18,83.3,10,27,37,25,8,6,10,20,-4
36,GSW,DAL,04/17/2007,240,W,111,35,84,41.7,11,22,50.0,30,37,81.1,15,38,53,24,10,8,9,28,29
37,DAL,GSW,04/17/2007,240,L,82,28,76,36.8,2,12,16.7,24,34,70.6,14,36,50,9,4,7,18,28,-29
38,CLE,PHI,04/17/2007,240,W,98,39,79,49.4,5,12,41.7,15,23,65.2,8,34,42,29,9,2,12,26,6
39,PHI,CLE,04/17/2007,240,L,92,32,70,45.7,4,6,66.7,24,33,72.7,9,32,41,18,3,2,16,19,-6
40,MEM,SAS,04/16/2007,240,W,101,38,72,52.8,6,12,50.0,19,26,73.1,7,31,38,17,5,6,13,19,10
41,SAS,MEM,04/16/2007,240,L,91,36,84,42.9,8,15,53.3,11,12,91.7,14,26,40,24,8,6,14,20,-10
42,MIN,DEN,04/16/2007,240,L,107,43,90,47.8,4,14,28.6,17,22,77.3,8,29,37,32,10,4,17,24,-15
43,DEN,MIN,04/16/2007,240,W,122,42,84,50.0,6,18,33.3,32,40,80.0,13,31,44,24,11,10,18,20,15
44,SAC,NOK,04/16/2007,240,L,118,45,91,49.5,10,28,35.7,18,26,69.2,11,29,40,24,3,5,7,20,-7
45,NOK,SAC,04/16/2007,240,W,125,48,86,55.8,9,21,42.9,20,22,90.9,7,35,42,28,5,4,11,23,7
46,ATL,MIL,04/16/2007,240,L,96,36,79,45.6,2,8,25.0,22,28,78.6,14,34,48,22,7,3,14,19,-6
47,MIL,ATL,04/16/2007,240,W,102,41,86,47.7,11,20,55.0,9,16,56.3,15,29,44,29,5,4,14,22,6
48,UTA,POR,04/16/2007,240,W,130,45,77,58.4,5,10,50.0,35,42,83.3,13,36,49,33,7,7,12,26,37
49,POR,UTA,04/16/2007,240,L,93,30,69,43.5,5,15,33.3,28,39,71.8,7,22,29,10,6,6,17,28,-37
50,BOS,MIA,04/16/2007,240,W,91,31,70,44.3,6,23,26.1,23,26,88.5,9,34,43,19,7,5,17,22,2
51,MIA,BOS,04/16/2007,240,L,89,32,72,44.4,11,21,52.4,14,18,77.8,7,23,30,23,7,4,14,21,-2
52,HOU,PHX,04/16/2007,240,W,120,45,93,48.4,11,23,47.8,19,22,86.4,19,27,46,23,7,1,15,17,3
53,PHX,HOU,04/16/2007,240,L,117,47,82,57.3,8,18,44.4,15,18,83.3,7,24,31,31,9,4,13,20,-3
54,NJN,NYK,04/16/2007,240,W,104,29,69,42.0,12,28,42.9,34,39,87.2,6,36,42,27,5,4,13,25,9
55,NYK,NJN,04/16/2007,240,L,95,32,78,41.0,6,19,31.6,25,35,71.4,9,29,38,16,5,4,11,31,-9
56,CHI,WAS,04/15/2007,240,W,101,38,81,46.9,9,16,56.3,16,21,76.2,15,42,57,28,8,1,11,21,33
57,WAS,CHI,04/15/2007,240,L,68,27,80,33.8,6,20,30.0,8,19,42.1,15,27,42,15,4,6,17,23,-33
58,NYK,TOR,04/15/2007,240,L,105,35,71,49.3,9,17,52.9,26,31,83.9,8,30,38,20,6,2,20,23,-2
59,TOR,NYK,04/15/2007,240,W,107,41,79,51.9,3,14,21.4,22,25,88.0,6,20,26,25,10,2,11,26,2
60,DAL,SAS,04/15/2007,240,W,91,34,77,44.2,3,11,27.3,20,27,74.1,7,30,37,16,7,4,12,22,5
61,SAS,DAL,04/15/2007,240,L,86,34,78,43.6,2,13,15.4,16,18,88.9,7,33,40,15,9,5,13,21,-5
62,NJN,IND,04/15/2007,240,W,111,39,76,51.3,13,23,56.5,20,25,80.0,7,32,39,25,3,3,14,23,4
63,IND,NJN,04/15/2007,240,L,107,39,84,46.4,12,20,60.0,17,22,77.3,14,26,40,26,4,6,14,23,-4
64,PHI,DET,04/15/2007,240,W,102,45,95,47.4,1,9,11.1,11,14,78.6,22,29,51,25,6,7,10,16,11
65,DET,PHI,04/15/2007,240,L,91,34,77,44.2,8,22,36.4,15,20,75.0,11,22,33,23,4,13,12,14,-11
66,ORL,BOS,04/15/2007,240,W,88,28,63,44.4,5,11,45.5,27,40,67.5,11,29,40,13,6,11,25,21,2
67,BOS,ORL,04/15/2007,240,L,86,35,78,44.9,2,11,18.2,14,20,70.0,9,22,31,15,12,5,18,30,-2
68,SAC,LAC,04/15/2007,240,W,105,37,79,46.8,10,22,45.5,21,25,84.0,9,27,36,28,7,6,11,24,5
69,LAC,SAC,04/15/2007,240,L,100,33,76,43.4,5,18,27.8,29,34,85.3,15,30,45,22,7,5,17,22,-5
70,LAL,SEA,04/15/2007,240,W,109,42,80,52.5,7,17,41.2,18,30,60.0,13,22,35,24,8,2,4,20,11
71,SEA,LAL,04/15/2007,240,L,98,36,74,48.6,9,18,50.0,17,21,81.0,9,30,39,12,3,7,16,25,-11
72,MIN,GSW,04/15/2007,240,L,108,36,85,42.4,8,20,40.0,28,34,82.4,15,31,46,20,7,2,21,19,-13
73,GSW,MIN,04/15/2007,240,W,121,43,92,46.7,12,35,34.3,23,28,82.1,13,33,46,29,13,4,16,24,13
74,MEM,DEN,04/14/2007,240,W,133,48,83,57.8,4,6,66.7,33,43,76.7,14,24,38,29,14,6,16,21,15
75,DEN,MEM,04/14/2007,240,L,118,45,86,52.3,10,28,35.7,18,22,81.8,12,23,35,27,7,3,21,32,-15
76,MIL,CHA,04/14/2007,240,L,92,33,72,45.8,4,13,30.8,22,29,75.9,9,24,33,21,13,2,23,15,-21
77,CHA,MIL,04/14/2007,240,W,113,48,80,60.0,9,17,52.9,8,14,57.1,9,25,34,39,12,3,21,22,21
78,UTA,PHX,04/14/2007,240,L,98,38,86,44.2,5,11,45.5,17,29,58.6,13,31,44,25,1,1,15,24,-28
79,PHX,UTA,04/14/2007,240,W,126,43,82,52.4,10,23,43.5,30,31,96.8,6,36,42,31,11,7,12,23,28
80,SEA,POR,04/14/2007,240,L,102,35,87,40.2,6,15,40.0,26,34,76.5,19,24,43,21,5,1,7,23,-6
81,POR,SEA,04/14/2007,240,W,108,39,79,49.4,7,17,41.2,23,30,76.7,12,34,46,21,2,4,9,24,6
82,NOK,HOU,04/14/2007,240,L,112,45,83,54.2,5,17,29.4,17,20,85.0,10,23,33,26,5,3,14,16,-11
83,HOU,NOK,04/14/2007,240,W,123,49,84,58.3,9,19,47.4,16,20,80.0,8,22,30,33,8,4,9,17,11
84,CLE,ATL,04/14/2007,240,W,110,44,77,57.1,6,14,42.9,16,26,61.5,11,33,44,33,12,5,13,19,34
85,ATL,CLE,04/14/2007,240,L,76,32,73,43.8,0,5,0.0,12,21,57.1,9,23,32,13,6,5,18,18,-34
86,PHI,ORL,04/14/2007,240,L,87,29,74,39.2,6,11,54.5,23,32,71.9,13,25,38,16,7,0,15,15,-17
87,ORL,PHI,04/14/2007,240,W,104,43,81,53.1,5,12,41.7,13,18,72.2,13,29,42,25,9,4,14,27,17
88,DET,TOR,04/13/2007,240,L,84,31,80,38.8,5,17,29.4,17,24,70.8,12,35,47,22,6,4,14,21,-3
89,TOR,DET,04/13/2007,240,W,87,31,84,36.9,6,17,35.3,19,24,79.2,16,36,52,18,8,3,11,16,3
90,DEN,NOK,04/13/2007,240,W,107,44,84,52.4,5,15,33.3,14,20,70.0,10,27,37,23,9,12,9,13,2
91,NOK,DEN,04/13/2007,240,L,105,43,92,46.7,6,25,24.0,13,16,81.3,17,30,47,16,5,5,12,16,-2
92,SAS,MIN,04/13/2007,240,W,110,39,76,51.3,14,29,48.3,18,24,75.0,6,37,43,20,4,6,13,14,19
93,MIN,SAS,04/13/2007,240,L,91,36,86,41.9,8,19,42.1,11,15,73.3,9,28,37,10,3,1,11,22,-19
94,SAC,GSW,04/13/2007,240,L,108,34,78,43.6,8,21,38.1,32,44,72.7,12,29,41,21,9,2,20,20,-17
95,GSW,SAC,04/13/2007,240,W,125,46,95,48.4,11,28,39.3,22,30,73.3,18,33,51,19,11,4,17,29,17
96,ATL,WAS,04/13/2007,240,L,85,33,69,47.8,1,2,50.0,18,27,66.7,10,23,33,22,9,5,18,22,-13
97,WAS,ATL,04/13/2007,240,W,98,36,73,49.3,9,22,40.9,17,26,65.4,14,23,37,27,7,1,16,23,13
98,UTA,DAL,04/13/2007,240,W,104,37,71,52.1,5,13,38.5,25,31,80.6,15,35,50,25,2,3,18,25,15
99,DAL,UTA,04/13/2007,240,L,89,33,74,44.6,5,18,27.8,18,27,66.7,7,19,26,18,10,3,8,25,-15
100,IND,MIA,04/13/2007,240,L,96,33,72,45.8,9,17,52.9,21,27,77.8,12,26,38,19,5,4,17,20,-4
101,MIA,IND,04/13/2007,240,W,100,41,78,52.6,8,15,53.3,10,17,58.8,11,21,32,20,11,2,12,22,4
102,POR,LAC,04/13/2007,240,L,89,35,76,46.1,3,11,27.3,16,23,69.6,8,21,29,19,5,3,13,27,-18
103,LAC,POR,04/13/2007,240,W,107,34,64,53.1,4,12,33.3,35,40,87.5,8,28,36,22,8,9,14,20,18
104,MIL,BOS,04/13/2007,240,W,104,36,68,52.9,7,18,38.9,25,31,80.6,5,28,33,22,12,6,14,19,2
105,BOS,MIL,04/13/2007,240,L,102,41,88,46.6,6,20,30.0,14,17,82.4,15,26,41,22,6,3,19,23,-2
106,NJN,NYK,04/13/2007,240,W,100,35,75,46.7,16,36,44.4,14,18,77.8,8,29,37,28,2,3,12,19,14
107,NYK,NJN,04/13/2007,240,L,86,31,68,45.6,5,9,55.6,19,27,70.4,7,30,37,18,6,1,12,19,-14
108,LAL,PHX,04/13/2007,240,L,85,35,89,39.3,7,20,35.0,8,12,66.7,11,36,47,15,5,8,10,18,-8
109,PHX,LAL,04/13/2007,240,W,93,34,89,38.2,7,25,28.0,18,20,90.0,12,37,49,18,4,5,8,11,8
110,CHA,CHI,04/13/2007,240,L,81,30,76,39.5,5,16,31.3,16,24,66.7,8,21,29,17,8,2,17,22,-19
111,CHI,CHA,04/13/2007,240,W,100,39,76,51.3,8,16,50.0,14,19,73.7,9,33,42,28,7,4,17,21,19
112,NJN,CLE,04/12/2007,240,L,76,28,67,41.8,6,16,37.5,14,19,73.7,5,24,29,19,9,2,20,20,-18
113,CLE,NJN,04/12/2007,240,W,94,38,73,52.1,4,12,33.3,14,23,60.9,9,33,42,20,12,1,18,20,18
114,LAC,LAL,04/12/2007,240,W,118,40,83,48.2,4,11,36.4,34,44,77.3,13,35,48,25,11,5,13,23,8
115,LAL,LAC,04/12/2007,240,L,110,40,84,47.6,8,20,40.0,22,29,75.9,8,33,41,26,8,3,12,29,-8
116,MIN,DAL,04/11/2007,240,L,88,31,75,41.3,2,14,14.3,24,28,85.7,7,31,38,17,8,0,14,20,-17
117,DAL,MIN,04/11/2007,240,W,105,41,86,47.7,9,23,39.1,14,22,63.6,16,32,48,24,7,0,14,20,17
118,IND,MIL,04/11/2007,240,W,104,38,87,43.7,5,17,29.4,23,29,79.3,20,38,58,29,4,8,14,11,6
119,MIL,IND,04/11/2007,240,L,98,42,92,45.7,7,18,38.9,7,10,70.0,14,25,39,25,5,5,9,23,-6
120,DEN,UTA,04/11/2007,240,W,115,38,71,53.5,10,21,47.6,29,33,87.9,5,30,35,22,6,8,16,18,9
121,UTA,DEN,04/11/2007,240,L,106,45,91,49.5,7,14,50.0,9,13,69.2,12,26,38,34,6,3,14,25,-9
122,POR,HOU,04/11/2007,240,L,95,37,84,44.0,5,14,35.7,16,22,72.7,7,35,42,20,5,2,10,27,-4
123,HOU,POR,04/11/2007,240,W,99,31,71,43.7,9,21,42.9,28,41,68.3,8,37,45,17,8,4,11,22,4
124,DET,ORL,04/11/2007,240,W,104,41,75,54.7,8,15,53.3,14,16,87.5,8,23,31,31,6,8,11,22,5
125,ORL,DET,04/11/2007,240,L,99,37,74,50.0,4,7,57.1,21,35,60.0,14,23,37,22,6,5,10,15,-5
126,WAS,MIA,04/11/2007,240,L,82,33,84,39.3,6,18,33.3,10,14,71.4,15,29,44,17,6,2,15,17,-3
127,MIA,WAS,04/11/2007,240,W,85,33,65,50.8,6,16,37.5,13,19,68.4,3,31,34,18,5,7,17,15,3
128,BOS,PHI,04/11/2007,240,L,94,34,74,45.9,8,24,33.3,18,19,94.7,11,16,27,20,5,3,15,29,-8
129,PHI,BOS,04/11/2007,240,W,102,41,73,56.2,0,5,0.0,20,27,74.1,13,21,34,21,5,0,16,15,8
130,PHX,SEA,04/11/2007,240,W,109,43,87,49.4,13,30,43.3,10,11,90.9,11,27,38,29,9,3,10,13,18
131,SEA,PHX,04/11/2007,240,L,91,37,78,47.4,7,14,50.0,10,13,76.9,8,31,39,15,6,3,18,17,-18
132,SAC,SAS,04/11/2007,240,L,100,35,81,43.2,10,19,52.6,20,24,83.3,10,26,36,18,8,0,11,19,-9
133,SAS,SAC,04/11/2007,240,W,109,42,75,56.0,6,16,37.5,19,27,70.4,10,37,47,27,8,6,15,19,9
134,CHA,MIA,04/10/2007,240,W,92,34,78,43.6,8,19,42.1,16,19,84.2,10,26,36,24,9,1,13,16,10
135,MIA,CHA,04/10/2007,240,L,82,30,68,44.1,5,13,38.5,17,20,85.0,10,31,41,12,8,5,22,18,-10
136,SAC,MEM,04/10/2007,240,W,112,42,81,51.9,4,15,26.7,24,31,77.4,14,36,50,29,8,6,13,26,12
137,MEM,SAC,04/10/2007,240,L,100,34,75,45.3,3,8,37.5,29,38,76.3,8,26,34,21,6,4,11,20,-12
138,NJN,WAS,04/10/2007,240,W,96,32,69,46.4,7,22,31.8,25,29,86.2,7,31,38,23,3,5,16,28,4
139,WAS,NJN,04/10/2007,240,L,92,31,75,41.3,5,19,26.3,25,35,71.4,8,27,35,17,6,2,12,26,-4
140,NOK,LAC,04/10/2007,265,W,103,37,82,45.1,6,22,27.3,23,30,76.7,8,34,42,20,7,2,10,20,3
141,LAC,NOK,04/10/2007,265,L,100,39,88,44.3,4,15,26.7,18,24,75.0,15,35,50,17,7,3,14,21,-3
142,BOS,ATL,04/10/2007,240,L,96,36,78,46.2,8,16,50.0,16,20,80.0,11,16,27,18,7,2,11,22,-8
143,ATL,BOS,04/10/2007,240,W,104,41,68,60.3,3,6,50.0,19,24,79.2,10,29,39,21,6,5,19,17,8
144,CHI,NYK,04/10/2007,240,W,98,39,83,47.0,6,20,30.0,14,19,73.7,7,29,36,30,10,4,8,20,29
145,NYK,CHI,04/10/2007,240,L,69,26,70,37.1,5,11,45.5,12,20,60.0,14,31,45,12,4,2,25,23,-29
146,IND,PHI,04/10/2007,240,L,86,32,98,32.7,3,20,15.0,19,20,95.0,20,30,50,16,4,2,6,31,-4
147,PHI,IND,04/10/2007,240,W,90,30,67,44.8,0,2,0.0,30,39,76.9,12,39,51,16,3,5,13,20,4
148,HOU,SEA,04/09/2007,240,W,95,33,78,42.3,3,16,18.8,26,33,78.8,13,32,45,16,9,3,14,21,5
149,SEA,HOU,04/09/2007,240,L,90,33,83,39.8,3,18,16.7,21,25,84.0,13,33,46,17,6,1,16,21,-5
150,MIN,TOR,04/09/2007,240,L,100,38,81,46.9,7,18,38.9,17,21,81.0,10,32,42,25,5,1,13,25,-11
151,TOR,MIN,04/09/2007,240,W,111,39,81,48.1,11,25,44.0,22,28,78.6,8,31,39,27,8,3,9,17,11
152,LAL,DEN,04/09/2007,240,L,111,41,94,43.6,9,22,40.9,20,28,71.4,14,25,39,28,10,1,11,33,-4
153,DEN,LAL,04/09/2007,240,W,115,35,78,44.9,6,20,30.0,39,49,79.6,15,34,49,20,7,7,16,25,4
154,LAC,DAL,04/09/2007,240,L,86,34,72,47.2,2,9,22.2,16,16,100,11,23,34,23,8,4,15,23,-10
155,DAL,LAC,04/09/2007,240,W,96,33,66,50.0,5,8,62.5,25,29,86.2,8,25,33,17,10,4,13,18,10
156,MIL,ORL,04/09/2007,240,L,94,34,77,44.2,5,19,26.3,21,29,72.4,9,28,37,18,9,0,15,22,-23
157,ORL,MIL,04/09/2007,240,W,117,50,80,62.5,5,14,35.7,12,23,52.2,8,34,42,36,11,3,15,23,23
158,NYK,DET,04/09/2007,240,L,83,30,71,42.3,4,14,28.6,19,24,79.2,9,31,40,14,6,2,17,20,-8
159,DET,NYK,04/09/2007,240,W,91,36,87,41.4,5,22,22.7,14,20,70.0,12,30,42,17,8,7,8,15,8
160,POR,SAS,04/09/2007,240,L,96,38,73,52.1,5,14,35.7,15,19,78.9,7,23,30,15,3,3,11,27,-16
161,SAS,POR,04/09/2007,240,W,112,39,66,59.1,4,9,44.4,30,39,76.9,6,25,31,20,2,4,9,17,16
162,GSW,UTA,04/09/2007,240,W,126,47,85,55.3,11,21,52.4,21,30,70.0,10,35,45,29,15,11,17,30,24
163,UTA,GSW,04/09/2007,240,L,102,33,82,40.2,3,11,27.3,33,50,66.0,22,27,49,20,11,1,25,25,-24
164,CHI,TOR,04/08/2007,240,L,89,34,81,42.0,6,15,40.0,15,26,57.7,9,35,44,20,8,5,18,26,-14
165,TOR,CHI,04/08/2007,240,W,103,33,75,44.0,9,19,47.4,28,37,75.7,7,34,41,25,9,5,16,20,14
166,HOU,SAC,04/08/2007,240,W,112,38,76,50.0,8,20,40.0,28,34,82.4,8,35,43,21,11,8,15,22,6
167,SAC,HOU,04/08/2007,240,L,106,35,88,39.8,11,31,35.5,25,29,86.2,13,26,39,19,11,6,15,23,-6
168,CLE,DET,04/08/2007,240,L,82,33,69,47.8,2,11,18.2,14,18,77.8,10,29,39,22,7,5,19,20,-5
169,DET,CLE,04/08/2007,240,W,87,35,79,44.3,3,13,23.1,14,21,66.7,11,27,38,26,9,5,11,19,5
170,CHA,MIA,04/08/2007,265,W,111,40,83,48.2,8,18,44.4,23,29,79.3,12,28,40,23,20,2,22,30,8
171,MIA,CHA,04/08/2007,265,L,103,36,67,53.7,5,14,35.7,26,44,59.1,10,27,37,21,11,10,26,22,-8
172,LAL,PHX,04/08/2007,240,L,107,44,90,48.9,5,18,27.8,14,21,66.7,16,35,51,24,5,5,17,29,-8
173,PHX,LAL,04/08/2007,240,W,115,38,84,45.2,10,22,45.5,29,34,85.3,9,31,40,21,8,3,10,21,8
174,PHI,ATL,04/08/2007,265,W,109,36,82,43.9,2,14,14.3,35,42,83.3,14,27,41,26,7,7,12,26,5
175,ATL,PHI,04/08/2007,265,L,104,42,87,48.3,1,8,12.5,19,26,73.1,11,30,41,23,7,3,13,33,-5
176,NOK,MIN,04/07/2007,240,W,96,30,91,33.0,8,30,26.7,28,38,73.7,17,30,47,18,7,4,10,17,2
177,MIN,NOK,04/07/2007,240,L,94,35,75,46.7,14,23,60.9,10,14,71.4,4,39,43,27,4,8,16,30,-2
178,POR,DAL,04/07/2007,240,L,74,29,77,37.7,3,15,20.0,13,19,68.4,9,25,34,14,8,4,17,26,-12
179,DAL,POR,04/07/2007,240,W,86,34,67,50.7,2,7,28.6,16,28,57.1,8,38,46,15,8,7,19,18,12
180,IND,BOS,04/07/2007,240,W,105,37,68,54.4,5,11,45.5,26,29,89.7,6,36,42,23,9,3,26,21,7
181,BOS,IND,04/07/2007,240,L,98,39,87,44.8,6,21,28.6,14,23,60.9,11,25,36,14,12,1,17,32,-7
182,UTA,SEA,04/07/2007,240,L,103,45,80,56.3,5,16,31.3,8,10,80.0,14,24,38,28,8,2,18,17,-3
183,SEA,UTA,04/07/2007,240,W,106,39,69,56.5,12,23,52.2,16,23,69.6,6,19,25,25,7,3,15,13,3
184,NYK,MIL,04/07/2007,265,W,118,45,88,51.1,7,16,43.8,21,32,65.6,17,37,54,29,10,5,27,24,5
185,MIL,NYK,04/07/2007,265,L,113,47,108,43.5,8,26,30.8,11,20,55.0,20,24,44,27,16,4,15,22,-5
186,MEM,ORL,04/07/2007,240,L,89,28,74,37.8,3,9,33.3,30,45,66.7,12,25,37,14,5,2,14,30,-27
187,ORL,MEM,04/07/2007,240,W,116,39,67,58.2,3,9,33.3,35,44,79.5,8,32,40,23,9,4,16,28,27
188,LAC,DEN,04/07/2007,240,L,93,36,83,43.4,2,11,18.2,19,24,79.2,15,26,41,27,12,7,20,21,-3
189,DEN,LAC,04/07/2007,240,W,96,37,76,48.7,7,17,41.2,15,23,65.2,9,28,37,24,8,7,17,18,3
190,WAS,NJN,04/07/2007,265,L,114,41,94,43.6,13,32,40.6,19,23,82.6,11,27,38,32,13,2,11,26,-6
191,NJN,WAS,04/07/2007,265,W,120,41,78,52.6,17,36,47.2,21,31,67.7,14,41,55,35,6,5,25,24,6
192,SAS,GSW,04/07/2007,240,W,112,42,80,52.5,7,18,38.9,21,31,67.7,9,36,45,30,5,8,14,18,13
193,GSW,SAS,04/07/2007,240,L,99,40,94,42.6,11,32,34.4,8,14,57.1,12,22,34,17,4,4,11,28,-13
194,LAL,SEA,04/06/2007,240,W,112,40,79,50.6,7,19,36.8,25,33,75.8,7,24,31,26,10,7,12,21,3
195,SEA,LAL,04/06/2007,240,L,109,37,76,48.7,11,24,45.8,24,32,75.0,15,35,50,22,8,3,21,24,-3
196,IND,CHA,04/06/2007,240,W,112,40,73,54.8,7,11,63.6,25,27,92.6,8,33,41,22,2,8,14,17,10
197,CHA,IND,04/06/2007,240,L,102,40,92,43.5,7,15,46.7,15,22,68.2,13,23,36,21,9,6,7,22,-10
198,GSW,MEM,04/06/2007,240,W,116,42,84,50.0,12,36,33.3,20,25,80.0,7,27,34,29,12,3,23,28,12
199,MEM,GSW,04/06/2007,240,L,104,34,68,50.0,4,12,33.3,32,37,86.5,7,30,37,14,12,4,28,25,-12
200,WAS,CLE,04/06/2007,240,L,94,38,74,51.4,6,18,33.3,12,22,54.5,9,31,40,22,3,4,23,25,-5
201,CLE,WAS,04/06/2007,240,W,99,34,77,44.2,2,9,22.2,29,37,78.4,13,23,36,20,12,3,12,20,5
202,PHX,NOK,04/06/2007,240,W,103,43,85,50.6,8,30,26.7,9,11,81.8,8,34,42,27,4,6,16,20,8
203,NOK,PHX,04/06/2007,240,L,95,38,80,47.5,7,17,41.2,12,13,92.3,5,28,33,22,6,4,14,19,-8
204,DEN,DAL,04/06/2007,240,W,75,27,76,35.5,1,7,14.3,20,27,74.1,9,38,47,19,6,7,11,18,4
205,DAL,DEN,04/06/2007,240,L,71,30,83,36.1,3,17,17.6,8,11,72.7,13,36,49,20,5,5,18,23,-4
206,UTA,SAC,04/06/2007,240,L,103,39,88,44.3,6,18,33.3,19,22,86.4,15,18,33,22,8,3,12,24,-4
207,SAC,UTA,04/06/2007,240,W,107,37,72,51.4,6,11,54.5,27,32,84.4,12,30,42,12,3,5,17,19,4
208,MIL,ATL,04/06/2007,240,L,102,33,75,44.0,9,20,45.0,27,39,69.2,10,26,36,20,6,3,14,24,-13
209,ATL,MIL,04/06/2007,240,W,115,41,88,46.6,9,20,45.0,24,34,70.6,17,35,52,29,11,6,12,25,13
210,POR,HOU,04/06/2007,240,W,85,31,70,44.3,7,13,53.8,16,24,66.7,5,29,34,13,5,5,11,17,7
