,team,opponent,date,min,win_or_lose,score,FGM,FGA,FG%,FG3M,FG3A,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
42,WAS,IND,04/14/2008,240,W,117,43,95,45.3,13,24,54.2,18,30,60.0,20,38,58,22,4,2,15,25,7
43,IND,WAS,04/14/2008,240,L,110,37,79,46.8,14,30,46.7,22,32,68.8,5,26,31,29,6,4,12,22,-7
44,SAS,SAC,04/14/2008,240,W,101,39,75,52.0,6,19,31.6,17,21,81.0,4,27,31,23,6,2,13,24,3
45,SAC,SAS,04/14/2008,240,L,98,38,76,50.0,2,10,20.0,20,25,80.0,10,21,31,18,8,4,13,18,-3
46,CHI,MIL,04/14/2008,240,W,151,63,94,67.0,11,24,45.8,14,18,77.8,6,29,35,42,11,3,10,27,16
47,MIL,CHI,04/14/2008,240,L,135,50,87,57.5,9,18,50.0,26,36,72.2,12,24,36,33,7,3,14,16,-16
48,HOU,UTA,04/14/2008,240,L,96,28,70,40.0,10,26,38.5,30,36,83.3,7,31,38,18,7,3,11,28,-9
49,UTA,HOU,04/14/2008,240,W,105,37,77,48.1,3,16,18.8,28,38,73.7,16,34,50,21,6,5,13,28,9
50,PHX,GSW,04/14/2008,240,W,122,43,82,52.4,8,21,38.1,28,41,68.3,14,38,52,24,6,4,16,18,6
51,GSW,PHX,04/14/2008,240,L,116,46,104,44.2,10,23,43.5,14,20,70.0,14,29,43,21,10,3,9,31,-6
52,BOS,NYK,04/14/2008,240,W,99,37,77,48.1,7,16,43.8,18,26,69.2,9,34,43,13,7,5,14,20,6
53,NYK,BOS,04/14/2008,240,L,93,34,85,40.0,10,29,34.5,15,20,75.0,13,33,46,23,8,2,14,22,-6
54,PHI,CLE,04/14/2008,240,L,90,38,81,46.9,1,8,12.5,13,21,61.9,12,30,42,13,10,3,12,17,-1
55,CLE,PHI,04/14/2008,240,W,91,37,76,48.7,4,14,28.6,13,21,61.9,13,30,43,16,5,6,18,19,1
56,SEA,DAL,04/13/2008,240,W,99,36,88,40.9,0,6,0.0,27,34,79.4,12,34,46,20,6,6,6,18,4
57,DAL,SEA,04/13/2008,240,L,95,36,89,40.4,7,22,31.8,16,19,84.2,12,35,47,23,3,3,9,25,-4
58,HOU,DEN,04/13/2008,240,L,94,32,92,34.8,9,25,36.0,21,28,75.0,17,37,54,22,7,4,17,27,-17
59,DEN,HOU,04/13/2008,240,W,111,41,85,48.2,7,19,36.8,22,30,73.3,9,38,47,25,10,13,14,19,17
60,TOR,DET,04/13/2008,240,L,84,36,83,43.4,3,16,18.8,9,12,75.0,7,26,33,26,7,2,12,14,-7
61,DET,TOR,04/13/2008,240,W,91,38,78,48.7,3,12,25.0,12,15,80.0,11,33,44,14,7,4,14,17,7
62,MIA,CLE,04/13/2008,240,L,76,26,66,39.4,8,16,50.0,16,22,72.7,4,29,33,16,7,2,12,25,-8
63,CLE,MIA,04/13/2008,240,W,84,28,74,37.8,6,14,42.9,22,31,71.0,15,38,53,20,3,8,13,18,8
64,ORL,CHI,04/13/2008,240,W,104,34,69,49.3,11,27,40.7,25,34,73.5,8,35,43,25,12,5,16,21,20
65,CHI,ORL,04/13/2008,240,L,84,32,80,40.0,6,17,35.3,14,19,73.7,11,27,38,22,9,2,18,24,-20
66,SAS,LAL,04/13/2008,240,L,85,33,79,41.8,5,17,29.4,14,24,58.3,9,27,36,20,9,2,9,16,-21
67,LAL,SAS,04/13/2008,240,W,106,41,82,50.0,10,19,52.6,14,17,82.4,12,39,51,26,5,4,13,15,21
68,MIN,MEM,04/12/2008,240,W,114,49,99,49.5,5,13,38.5,11,16,68.8,24,38,62,20,4,7,13,28,9
69,MEM,MIN,04/12/2008,240,L,105,36,89,40.4,7,24,29.2,26,43,60.5,17,28,45,17,4,3,7,15,-9
70,WAS,PHI,04/12/2008,240,W,109,40,84,47.6,12,22,54.5,17,23,73.9,18,30,48,24,9,7,13,18,16
71,PHI,WAS,04/12/2008,240,L,93,36,77,46.8,7,17,41.2,14,19,73.7,10,26,36,24,8,1,15,21,-16
72,NOH,SAC,04/12/2008,240,L,91,33,86,38.4,3,18,16.7,22,28,78.6,11,35,46,19,10,1,17,22,-3
73,SAC,NOH,04/12/2008,240,W,94,38,78,48.7,7,21,33.3,11,20,55.0,5,38,43,16,7,5,17,24,3
74,BOS,ATL,04/12/2008,240,W,99,34,72,47.2,5,12,41.7,26,29,89.7,8,31,39,21,7,6,13,23,10
75,ATL,BOS,04/12/2008,240,L,89,35,81,43.2,4,18,22.2,15,24,62.5,17,24,41,24,6,5,14,24,-10
76,IND,CHA,04/12/2008,240,L,103,37,91,40.7,13,39,33.3,16,25,64.0,11,32,43,25,5,6,11,27,-4
77,CHA,IND,04/12/2008,240,W,107,35,84,41.7,4,13,30.8,33,43,76.7,20,39,59,18,7,5,16,22,4
78,MIL,NJN,04/12/2008,240,L,98,37,68,54.4,6,10,60.0,18,30,60.0,10,24,34,26,8,1,21,19,-13
79,NJN,MIL,04/12/2008,240,W,111,45,80,56.3,10,21,47.6,11,11,100,5,23,28,34,11,2,14,20,13
80,UTA,DEN,04/12/2008,240,W,124,50,87,57.5,5,19,26.3,19,24,79.2,8,36,44,37,10,8,10,26,27
81,DEN,UTA,04/12/2008,240,L,97,35,73,47.9,3,15,20.0,24,40,60.0,7,29,36,16,5,5,16,23,-27
82,POR,DAL,04/12/2008,240,W,108,44,75,58.7,6,10,60.0,14,19,73.7,6,27,33,31,7,2,9,18,3
83,DAL,POR,04/12/2008,240,L,105,40,80,50.0,7,19,36.8,18,23,78.3,9,24,33,29,3,0,8,18,-3
84,GSW,LAC,04/12/2008,240,W,122,43,91,47.3,9,25,36.0,27,34,79.4,10,34,44,24,9,4,9,25,6
85,LAC,GSW,04/12/2008,240,L,116,39,87,44.8,8,26,30.8,30,38,78.9,12,38,50,27,5,6,13,22,-6
86,TOR,NJN,04/11/2008,240,W,113,38,78,48.7,7,16,43.8,30,37,81.1,15,32,47,25,4,6,9,19,28
87,NJN,TOR,04/11/2008,240,L,85,34,81,42.0,3,23,13.0,14,22,63.6,10,29,39,18,3,6,11,27,-28
88,SAC,POR,04/11/2008,240,W,103,43,77,55.8,5,12,41.7,12,15,80.0,6,33,39,18,7,3,16,17,17
89,POR,SAC,04/11/2008,240,L,86,36,86,41.9,2,17,11.8,12,20,60.0,17,29,46,20,8,5,14,16,-17
90,WAS,DET,04/11/2008,240,L,74,23,85,27.1,7,26,26.9,21,26,80.8,17,24,41,12,6,5,10,18,-28
91,DET,WAS,04/11/2008,240,W,102,42,84,50.0,6,22,27.3,12,16,75.0,10,39,49,28,3,12,10,22,28
92,MIA,MEM,04/11/2008,240,L,91,33,88,37.5,10,30,33.3,15,18,83.3,17,29,46,19,7,5,13,23,-5
93,MEM,MIA,04/11/2008,240,W,96,33,78,42.3,8,25,32.0,22,35,62.9,16,32,48,14,10,1,11,13,5
94,HOU,PHX,04/11/2008,240,W,101,45,88,51.1,2,11,18.2,9,19,47.4,13,31,44,20,7,3,5,20,11
95,PHX,HOU,04/11/2008,240,L,90,35,76,46.1,5,14,35.7,15,20,75.0,11,29,40,22,4,4,15,21,-11
96,ORL,MIN,04/11/2008,240,L,101,39,76,51.3,12,28,42.9,11,20,55.0,6,31,37,25,6,5,14,16,-1
97,MIN,ORL,04/11/2008,240,W,102,38,85,44.7,9,16,56.3,17,20,85.0,12,34,46,14,10,3,13,18,1
98,MIL,BOS,04/11/2008,240,L,86,31,81,38.3,3,12,25.0,21,30,70.0,17,28,45,21,8,2,12,11,-16
99,BOS,MIL,04/11/2008,240,W,102,44,87,50.6,10,20,50.0,4,5,80.0,11,35,46,33,6,4,13,24,16
100,NYK,ATL,04/11/2008,240,L,104,45,95,47.4,7,19,36.8,7,13,53.8,21,28,49,15,3,2,17,21,-12
101,ATL,NYK,04/11/2008,240,W,116,42,76,55.3,9,15,60.0,23,30,76.7,6,29,35,19,9,6,11,15,12
102,CHI,CLE,04/11/2008,240,W,100,35,77,45.5,8,18,44.4,22,31,71.0,9,35,44,21,6,9,18,27,5
103,CLE,CHI,04/11/2008,240,L,95,35,82,42.7,4,14,28.6,21,33,63.6,12,29,41,20,9,7,14,22,-5
104,NOH,LAL,04/11/2008,240,L,104,41,80,51.3,9,19,47.4,13,17,76.5,6,27,33,27,7,3,11,26,-3
105,LAL,NOH,04/11/2008,240,W,107,36,80,45.0,10,36,27.8,25,29,86.2,13,32,45,27,5,3,14,18,3
106,SEA,SAS,04/11/2008,240,L,74,32,83,38.6,1,2,50.0,9,14,64.3,6,40,46,13,8,4,15,19,-21
107,SAS,SEA,04/11/2008,240,W,95,41,89,46.1,4,19,21.1,9,15,60.0,7,46,53,26,4,7,13,10,21
108,PHI,IND,04/11/2008,240,L,76,33,95,34.7,1,14,7.1,9,21,42.9,16,36,52,18,12,3,11,14,-9
109,IND,PHI,04/11/2008,240,W,85,37,83,44.6,7,27,25.9,4,7,57.1,6,43,49,25,5,7,20,18,9
110,UTA,DAL,04/10/2008,240,L,94,37,80,46.3,8,16,50.0,12,14,85.7,9,32,41,22,3,6,8,21,-3
111,DAL,UTA,04/10/2008,240,W,97,33,74,44.6,8,15,53.3,23,25,92.0,7,28,35,17,6,8,7,14,3
112,LAC,LAL,04/10/2008,240,L,78,30,83,36.1,2,9,22.2,16,27,59.3,15,30,45,17,5,7,14,20,-28
113,LAL,LAC,04/10/2008,240,W,106,40,82,48.8,11,29,37.9,15,24,62.5,7,35,42,25,9,7,8,20,28
114,DEN,GSW,04/10/2008,240,W,114,42,83,50.6,9,19,47.4,21,28,75.0,5,39,44,21,11,4,16,18,9
115,GSW,DEN,04/10/2008,240,L,105,42,100,42.0,6,27,22.2,15,24,62.5,19,33,52,25,10,4,18,22,-9
116,TOR,MIL,04/09/2008,240,W,111,45,83,54.2,3,8,37.5,18,21,85.7,8,33,41,29,8,7,6,17,18
117,MIL,TOR,04/09/2008,240,L,93,37,88,42.0,11,25,44.0,8,12,66.7,15,26,41,20,3,2,15,16,-18
118,BOS,WAS,04/09/2008,240,L,95,34,76,44.7,13,30,43.3,14,21,66.7,14,32,46,24,6,4,21,21,-14
119,WAS,BOS,04/09/2008,240,W,109,40,78,51.3,9,24,37.5,20,29,69.0,9,27,36,25,11,2,10,19,14
120,MIN,NOH,04/09/2008,240,L,90,36,74,48.6,10,19,52.6,8,9,88.9,8,28,36,22,3,1,18,22,-32
121,NOH,MIN,04/09/2008,240,W,122,47,84,56.0,11,26,42.3,17,27,63.0,11,29,40,27,8,3,5,12,32
122,HOU,SEA,04/09/2008,240,W,103,39,74,52.7,12,27,44.4,13,17,76.5,8,39,47,27,4,9,17,18,23
123,SEA,HOU,04/09/2008,240,L,80,32,88,36.4,2,8,25.0,14,19,73.7,10,25,35,17,12,3,9,12,-23
124,CHI,ORL,04/09/2008,240,L,83,34,83,41.0,4,17,23.5,11,14,78.6,6,40,46,19,8,7,19,23,-32
125,ORL,CHI,04/09/2008,240,W,115,45,89,50.6,9,26,34.6,16,27,59.3,10,43,53,30,9,2,16,18,32
126,NJN,CLE,04/09/2008,240,L,83,25,75,33.3,9,21,42.9,24,26,92.3,11,29,40,17,3,5,16,24,-21
127,CLE,NJN,04/09/2008,240,W,104,36,80,45.0,7,18,38.9,25,33,75.8,12,34,46,17,6,8,10,22,21
128,CHA,NYK,04/09/2008,240,L,107,41,84,48.8,8,22,36.4,17,26,65.4,13,31,44,18,5,6,13,13,-2
129,NYK,CHA,04/09/2008,240,W,109,46,97,47.4,9,21,42.9,8,9,88.9,19,32,51,18,5,0,13,18,2
130,SAS,PHX,04/09/2008,240,L,79,34,81,42.0,2,9,22.2,9,11,81.8,9,27,36,15,5,5,13,17,-17
131,PHX,SAS,04/09/2008,240,W,96,40,77,51.9,4,11,36.4,12,15,80.0,6,34,40,19,7,7,12,12,17
132,PHI,DET,04/09/2008,240,W,101,37,73,50.7,5,14,35.7,22,31,71.0,10,33,43,28,8,7,11,19,7
133,DET,PHI,04/09/2008,240,L,94,35,81,43.2,7,20,35.0,17,20,85.0,13,26,39,19,5,4,12,20,-7
134,CHA,MIN,04/08/2008,240,W,121,43,69,62.3,9,16,56.3,26,35,74.3,5,25,30,29,4,4,16,10,2
135,MIN,CHA,04/08/2008,240,L,119,50,97,51.5,5,16,31.3,14,16,87.5,15,23,38,21,7,2,11,23,-2
136,MEM,PHX,04/08/2008,240,L,113,45,81,55.6,11,18,61.1,12,17,70.6,9,24,33,19,4,2,16,19,-14
137,PHX,MEM,04/08/2008,240,W,127,48,85,56.5,10,25,40.0,21,21,100,7,27,34,25,6,3,10,17,14
138,UTA,NOH,04/08/2008,240,W,77,35,80,43.8,4,19,21.1,3,5,60.0,12,35,47,23,13,3,22,17,11
139,NOH,UTA,04/08/2008,240,L,66,27,74,36.5,3,14,21.4,9,13,69.2,8,28,36,18,10,4,19,13,-11
140,DAL,SEA,04/08/2008,240,W,99,39,77,50.6,7,16,43.8,14,17,82.4,4,39,43,27,2,4,7,19,16
141,SEA,DAL,04/08/2008,240,L,83,32,84,38.1,1,7,14.3,18,22,81.8,10,33,43,18,5,2,8,19,-16
142,ATL,IND,04/08/2008,240,L,98,35,94,37.2,4,17,23.5,24,29,82.8,20,31,51,14,9,3,11,19,-14
143,IND,ATL,04/08/2008,240,W,112,41,80,51.3,8,21,38.1,22,26,84.6,8,36,44,20,5,9,13,22,14
144,MIL,BOS,04/08/2008,265,L,104,34,85,40.0,9,20,45.0,27,34,79.4,14,28,42,24,12,5,23,30,-3
145,BOS,MIL,04/08/2008,265,W,107,36,73,49.3,7,22,31.8,28,39,71.8,8,34,42,21,11,3,26,28,3
146,LAL,POR,04/08/2008,240,L,103,35,78,44.9,10,27,37.0,23,29,79.3,10,27,37,21,4,2,11,24,-9
147,POR,LAL,04/08/2008,240,W,112,41,81,50.6,10,22,45.5,20,24,83.3,10,30,40,25,6,2,13,25,9
148,DET,NYK,04/08/2008,240,L,94,36,101,35.6,4,25,16.0,18,26,69.2,24,27,51,15,12,10,9,12,-4
149,NYK,DET,04/08/2008,240,W,98,41,76,53.9,6,16,37.5,10,13,76.9,7,38,45,18,6,7,22,21,4
150,MIA,CHI,04/08/2008,240,W,95,36,75,48.0,8,24,33.3,15,18,83.3,7,30,37,21,10,5,12,16,7
151,CHI,MIA,04/08/2008,240,L,88,33,73,45.2,6,13,46.2,16,19,84.2,9,29,38,20,8,5,16,17,-7
152,DEN,LAC,04/08/2008,240,W,117,43,84,51.2,4,18,22.2,27,36,75.0,13,40,53,27,6,3,10,19,18
153,LAC,DEN,04/08/2008,240,L,99,38,86,44.2,6,19,31.6,17,24,70.8,10,29,39,27,5,3,10,26,-18
154,SAC,GSW,04/08/2008,240,L,132,46,87,52.9,6,12,50.0,34,40,85.0,8,23,31,21,8,2,15,29,-8
155,GSW,SAC,04/08/2008,240,W,140,45,86,52.3,10,24,41.7,40,52,76.9,17,31,48,28,12,8,16,25,8
156,SEA,DEN,04/06/2008,290,W,151,61,116,52.6,4,11,36.4,25,28,89.3,12,40,52,35,6,2,15,27,4
157,DEN,SEA,04/06/2008,290,L,147,54,107,50.5,12,30,40.0,27,39,69.2,8,36,44,33,9,8,14,26,-4
158,GSW,NOH,04/06/2008,240,L,96,43,95,45.3,3,29,10.3,7,9,77.8,14,29,43,20,8,3,17,18,-12
159,NOH,GSW,04/06/2008,240,W,108,44,87,50.6,9,23,39.1,11,15,73.3,10,34,44,31,14,2,18,17,12
160,MIN,MEM,04/06/2008,240,L,101,43,83,51.8,3,13,23.1,12,16,75.0,6,36,42,19,5,2,14,23,-12
161,MEM,MIN,04/06/2008,240,W,113,38,86,44.2,9,24,37.5,28,32,87.5,7,34,41,25,9,7,9,16,12
162,LAL,SAC,04/06/2008,240,W,114,41,78,52.6,12,22,54.5,20,24,83.3,12,34,46,26,11,6,19,23,22
163,SAC,LAL,04/06/2008,240,L,92,33,79,41.8,5,18,27.8,21,25,84.0,8,25,33,11,10,2,16,22,-22
164,MIL,IND,04/06/2008,240,L,97,39,83,47.0,2,10,20.0,17,24,70.8,9,39,48,18,5,6,15,21,-8
165,IND,MIL,04/06/2008,240,W,105,38,91,41.8,12,30,40.0,17,25,68.0,13,32,45,25,10,4,8,20,8
166,POR,SAS,04/06/2008,240,L,65,25,73,34.2,2,6,33.3,13,17,76.5,8,34,42,12,5,5,9,14,-7
167,SAS,POR,04/06/2008,240,W,72,28,72,38.9,4,15,26.7,12,15,80.0,6,37,43,15,1,1,11,17,7
168,DET,MIA,04/06/2008,240,W,91,35,70,50.0,5,13,38.5,16,19,84.2,6,35,41,16,6,10,13,21,16
169,MIA,DET,04/06/2008,240,L,75,25,71,35.2,7,20,35.0,18,22,81.8,6,27,33,15,7,3,11,18,-16
170,LAC,HOU,04/06/2008,240,L,79,35,81,43.2,1,6,16.7,8,15,53.3,7,26,33,24,8,8,10,20,-26
171,HOU,LAC,04/06/2008,240,W,105,38,79,48.1,7,19,36.8,22,27,81.5,11,40,51,24,5,1,12,17,26
172,PHX,DAL,04/06/2008,240,L,98,37,87,42.5,6,15,40.0,18,22,81.8,10,32,42,25,4,3,11,19,-7
173,DAL,PHX,04/06/2008,240,W,105,41,87,47.1,1,10,10.0,22,25,88.0,13,31,44,18,8,7,6,21,7
174,ORL,NYK,04/06/2008,240,L,90,32,80,40.0,9,36,25.0,17,29,58.6,11,41,52,17,3,3,15,25,-10
175,NYK,ORL,04/06/2008,240,W,100,33,92,35.9,7,23,30.4,27,35,77.1,17,38,55,20,8,0,9,25,10
176,CHA,BOS,04/05/2008,240,L,78,33,78,42.3,3,13,23.1,9,16,56.3,7,28,35,17,6,4,15,19,-23
177,BOS,CHA,04/05/2008,240,W,101,34,78,43.6,6,17,35.3,27,34,79.4,15,39,54,14,13,5,14,18,23
178,SAC,DEN,04/05/2008,240,W,118,41,88,46.6,6,15,40.0,30,36,83.3,14,31,45,27,11,1,22,24,3
179,DEN,SAC,04/05/2008,240,L,115,41,90,45.6,8,31,25.8,25,35,71.4,16,29,45,29,10,7,22,27,-3
180,ORL,CLE,04/05/2008,240,W,101,36,77,46.8,11,26,42.3,18,20,90.0,6,27,33,24,10,3,12,20,15
181,CLE,ORL,04/05/2008,240,L,86,34,88,38.6,5,17,29.4,13,21,61.9,18,30,48,25,6,10,16,19,-15
182,TOR,NJN,04/05/2008,240,L,90,34,81,42.0,3,22,13.6,19,25,76.0,12,26,38,24,6,5,11,15,-9
183,NJN,TOR,04/05/2008,240,W,99,38,80,47.5,8,21,38.1,15,16,93.8,10,32,42,25,7,4,12,23,9
184,WAS,CHI,04/05/2008,240,W,99,39,82,47.6,5,21,23.8,16,17,94.1,17,36,53,20,4,4,18,17,12
185,CHI,WAS,04/05/2008,240,L,87,33,77,42.9,7,18,38.9,14,23,60.9,7,21,28,16,12,4,9,20,-12
186,PHI,ATL,04/05/2008,240,L,85,31,74,41.9,5,16,31.3,18,24,75.0,7,26,33,16,9,3,11,19,-7
187,ATL,PHI,04/05/2008,240,W,92,34,71,47.9,5,13,38.5,19,27,70.4,11,31,42,18,5,4,17,18,7
188,SEA,HOU,04/04/2008,240,L,66,25,83,30.1,1,6,16.7,15,17,88.2,21,31,52,13,8,3,18,18,-13
189,HOU,SEA,04/04/2008,240,W,79,31,78,39.7,8,23,34.8,9,15,60.0,12,30,42,18,7,4,13,18,13
190,MEM,GSW,04/04/2008,240,L,86,34,87,39.1,5,22,22.7,13,22,59.1,8,31,39,14,8,7,18,11,-31
191,GSW,MEM,04/04/2008,240,W,117,49,91,53.8,8,20,40.0,11,13,84.6,10,45,55,25,9,5,18,21,31
192,TOR,CHA,04/04/2008,240,L,100,41,90,45.6,4,17,23.5,14,16,87.5,10,35,45,29,6,3,12,21,-5
193,CHA,TOR,04/04/2008,240,W,105,39,83,47.0,8,20,40.0,19,25,76.0,7,36,43,27,7,4,12,17,5
194,MIA,WAS,04/04/2008,240,L,95,33,72,45.8,19,32,59.4,10,15,66.7,7,18,25,26,9,4,13,17,-14
195,WAS,MIA,04/04/2008,240,W,109,38,73,52.1,12,22,54.5,21,24,87.5,12,28,40,28,5,6,10,14,14
196,NYK,NOH,04/04/2008,240,L,110,44,80,55.0,4,16,25.0,18,22,81.8,10,31,41,21,4,2,16,23,-8
197,NOH,NYK,04/04/2008,240,W,118,43,84,51.2,8,20,40.0,24,28,85.7,9,24,33,26,12,7,6,15,8
198,PHI,ATL,04/04/2008,240,W,109,40,78,51.3,4,12,33.3,25,28,89.3,5,24,29,22,11,4,11,20,5
199,ATL,PHI,04/04/2008,240,L,104,42,81,51.9,4,13,30.8,16,21,76.2,12,27,39,33,4,5,13,18,-5
200,MIL,IND,04/04/2008,240,L,101,37,86,43.0,2,10,20.0,25,35,71.4,14,31,45,23,14,4,19,30,-4
201,IND,MIL,04/04/2008,240,W,105,34,72,47.2,8,19,42.1,29,35,82.9,6,36,42,23,7,3,21,26,4
202,SAS,UTA,04/04/2008,240,L,64,24,66,36.4,2,12,16.7,14,18,77.8,5,34,39,8,5,6,17,18,-26
203,UTA,SAS,04/04/2008,240,W,90,32,78,41.0,10,19,52.6,16,19,84.2,11,33,44,21,10,3,12,16,26
204,DET,NJN,04/04/2008,240,W,106,42,80,52.5,6,17,35.3,16,22,72.7,17,31,48,29,10,4,16,26,19
205,NJN,DET,04/04/2008,240,L,87,34,75,45.3,1,12,8.3,18,27,66.7,10,21,31,20,6,5,15,16,-19
206,MIN,PHX,04/04/2008,240,L,88,39,102,38.2,3,10,30.0,7,13,53.8,15,24,39,14,9,2,6,21,-29
207,PHX,MIN,04/04/2008,240,W,117,43,76,56.6,9,17,52.9,22,30,73.3,8,44,52,31,3,10,15,12,29
208,LAL,DAL,04/04/2008,240,W,112,39,74,52.7,7,14,50.0,27,32,84.4,11,25,36,26,6,6,10,22,4
209,DAL,LAL,04/04/2008,240,L,108,43,82,52.4,6,18,33.3,16,24,66.7,13,26,39,19,5,1,10,26,-4
210,SAC,LAC,04/03/2008,240,W,110,38,81,46.9,5,11,45.5,29,35,82.9,11,33,44,21,13,5,15,20,12
