,team,opponent,date,min,win_or_lose,score,FGM,FGA,FG%,FG3M,FG3A,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
66,DEN,ORL,04/22/2012,240,W,101,44,78,56.4,5,15,33.3,8,11,72.7,9,34,43,32,5,5,16,18,27
67,ORL,DEN,04/22/2012,240,L,74,28,75,37.3,6,23,26.1,12,17,70.6,12,21,33,19,9,2,16,16,-27
68,ATL,NYK,04/22/2012,240,L,112,41,76,53.9,15,23,65.2,15,23,65.2,5,28,33,23,13,7,19,19,-1
69,NYK,ATL,04/22/2012,240,W,113,43,79,54.4,12,19,63.2,15,20,75.0,7,30,37,21,13,1,18,21,1
70,TOR,DET,04/22/2012,240,L,73,29,77,37.7,4,13,30.8,11,16,68.8,11,34,45,21,8,6,18,28,-3
71,DET,TOR,04/22/2012,240,W,76,26,71,36.6,2,15,13.3,22,35,62.9,8,32,40,16,5,4,13,10,3
72,HOU,MIA,04/22/2012,240,L,88,35,76,46.1,7,20,35.0,11,13,84.6,7,30,37,17,9,4,19,19,-9
73,MIA,HOU,04/22/2012,240,W,97,35,85,41.2,5,16,31.3,22,24,91.7,17,31,48,10,10,7,15,15,9
74,NOH,LAC,04/22/2012,240,L,98,35,71,49.3,3,12,25.0,25,34,73.5,8,28,36,22,6,5,19,31,-9
75,LAC,NOH,04/22/2012,240,W,107,33,77,42.9,7,28,25.0,34,43,79.1,11,28,39,24,13,5,11,27,9
76,LAL,OKC,04/22/2012,290,W,114,41,106,38.7,5,16,31.3,27,40,67.5,25,42,67,26,12,10,13,19,8
77,OKC,LAL,04/22/2012,290,L,106,37,101,36.6,8,24,33.3,24,28,85.7,14,40,54,23,9,12,17,26,-8
78,CLE,SAS,04/22/2012,240,L,98,37,88,42.0,5,22,22.7,19,28,67.9,14,28,42,14,6,4,13,21,-16
79,SAS,CLE,04/22/2012,240,W,114,42,77,54.5,8,20,40.0,22,29,75.9,5,40,45,23,6,4,14,20,16
80,POR,MEM,04/21/2012,240,L,89,29,78,37.2,6,24,25.0,25,31,80.6,16,30,46,16,7,0,15,15,-4
81,MEM,POR,04/21/2012,240,W,93,40,90,44.4,4,17,23.5,9,10,90.0,17,27,44,19,6,6,10,25,4
82,PHI,IND,04/21/2012,265,W,109,40,89,44.9,6,18,33.3,23,33,69.7,19,29,48,24,6,11,14,25,3
83,IND,PHI,04/21/2012,265,L,106,42,97,43.3,3,12,25.0,19,25,76.0,18,32,50,22,11,4,11,25,-3
84,NJN,MIL,04/21/2012,240,L,95,40,86,46.5,4,12,33.3,11,15,73.3,7,34,41,19,8,1,16,23,-11
85,MIL,NJN,04/21/2012,240,W,106,38,84,45.2,4,13,30.8,26,37,70.3,13,37,50,22,8,4,12,16,11
86,ORL,UTA,04/21/2012,265,L,107,42,96,43.8,15,38,39.5,8,13,61.5,15,28,43,21,6,6,12,18,-10
87,UTA,ORL,04/21/2012,265,W,117,47,88,53.4,4,8,50.0,19,23,82.6,12,32,44,24,8,6,9,15,10
88,WAS,MIA,04/21/2012,240,W,86,36,87,41.4,7,18,38.9,7,9,77.8,10,28,38,22,9,5,15,25,2
89,MIA,WAS,04/21/2012,240,L,84,31,77,40.3,9,25,36.0,13,16,81.3,14,32,46,16,4,5,22,18,-2
90,GSW,HOU,04/21/2012,240,L,96,36,73,49.3,5,16,31.3,19,22,86.4,8,28,36,17,6,5,18,16,-3
91,HOU,GSW,04/21/2012,240,W,99,40,84,47.6,10,26,38.5,9,15,60.0,15,25,40,22,11,5,13,20,3
92,DEN,PHX,04/21/2012,240,W,118,48,87,55.2,6,13,46.2,16,17,94.1,8,30,38,25,12,7,10,17,11
93,PHX,DEN,04/21/2012,240,L,107,44,95,46.3,11,26,42.3,8,11,72.7,18,27,45,24,8,7,17,14,-11
94,CHI,DAL,04/21/2012,240,W,93,38,84,45.2,9,20,45.0,8,12,66.7,8,38,46,29,8,2,11,13,10
95,DAL,CHI,04/21/2012,240,L,83,31,79,39.2,4,15,26.7,17,19,89.5,10,33,43,12,7,3,12,15,-10
96,CHA,MEM,04/20/2012,240,L,80,32,79,40.5,3,9,33.3,13,18,72.2,11,27,38,18,4,4,22,17,-5
97,MEM,CHA,04/20/2012,240,W,85,34,75,45.3,2,8,25.0,15,21,71.4,12,29,41,16,12,5,19,21,5
98,OKC,SAC,04/20/2012,240,W,103,40,75,53.3,4,12,33.3,19,22,86.4,6,39,45,21,9,11,17,14,11
99,SAC,OKC,04/20/2012,240,L,92,38,93,40.9,5,16,31.3,11,18,61.1,17,25,42,20,8,7,12,17,-11
100,BOS,ATL,04/20/2012,240,L,92,39,81,48.1,5,12,41.7,9,14,64.3,10,23,33,18,12,1,12,18,-5
101,ATL,BOS,04/20/2012,240,W,97,37,72,51.4,9,17,52.9,14,17,82.4,11,30,41,24,7,7,19,9,5
102,DAL,GSW,04/20/2012,240,W,104,38,81,46.9,3,19,15.8,25,26,96.2,13,39,52,19,9,5,18,16,10
103,GSW,DAL,04/20/2012,240,L,94,37,83,44.6,9,19,47.4,11,21,52.4,7,28,35,23,10,5,10,21,-10
104,CLE,NYK,04/20/2012,240,W,98,36,79,45.6,6,19,31.6,20,27,74.1,16,36,52,15,5,6,15,15,8
105,NYK,CLE,04/20/2012,240,L,90,35,83,42.2,12,33,36.4,8,15,53.3,11,21,32,26,7,6,12,17,-8
106,SAS,LAL,04/20/2012,240,W,121,47,77,61.0,10,15,66.7,17,18,94.4,11,31,42,27,9,5,16,22,24
107,LAL,SAS,04/20/2012,240,L,97,33,76,43.4,6,14,42.9,25,30,83.3,10,19,29,19,9,4,15,14,-24
108,HOU,NOH,04/19/2012,265,L,99,37,89,41.6,11,31,35.5,14,25,56.0,9,31,40,25,8,2,12,24,-6
109,NOH,HOU,04/19/2012,265,W,105,41,87,47.1,4,20,20.0,19,24,79.2,13,44,57,23,8,4,18,22,6
110,IND,MIL,04/19/2012,240,W,118,43,91,47.3,7,17,41.2,25,32,78.1,14,30,44,24,7,3,9,22,9
111,MIL,IND,04/19/2012,240,L,109,37,88,42.0,6,20,30.0,29,33,87.9,15,33,48,15,5,7,13,26,-9
112,DET,MIN,04/19/2012,240,L,80,33,91,36.3,7,19,36.8,7,9,77.8,11,32,43,14,5,2,13,21,-11
113,MIN,DET,04/19/2012,240,W,91,34,73,46.6,3,15,20.0,20,28,71.4,5,43,48,24,3,7,14,11,11
114,CHI,MIA,04/19/2012,240,L,72,25,70,35.7,2,16,12.5,20,28,71.4,7,33,40,16,4,2,14,19,-11
115,MIA,CHI,04/19/2012,240,W,83,32,76,42.1,4,13,30.8,15,21,71.4,9,36,45,14,6,4,13,19,11
116,PHX,LAC,04/19/2012,240,W,93,33,74,44.6,9,24,37.5,18,24,75.0,11,30,41,22,4,1,16,15,3
117,LAC,PHX,04/19/2012,240,L,90,37,83,44.6,5,16,31.3,11,17,64.7,12,30,42,15,11,5,12,18,-3
118,CHA,CHI,04/18/2012,240,L,68,25,84,29.8,1,8,12.5,17,23,73.9,14,24,38,15,5,6,6,15,-32
119,CHI,CHA,04/18/2012,240,W,100,40,83,48.2,9,19,47.4,11,19,57.9,16,41,57,29,3,6,9,17,32
120,MEM,NOH,04/18/2012,240,W,103,42,83,50.6,8,22,36.4,11,13,84.6,12,19,31,22,12,8,11,24,12
121,NOH,MEM,04/18/2012,240,L,91,29,60,48.3,2,7,28.6,31,38,81.6,11,24,35,15,8,6,24,16,-12
122,MIL,WAS,04/18/2012,240,L,112,42,93,45.2,5,19,26.3,23,27,85.2,15,33,48,22,8,5,10,21,-9
123,WAS,MIL,04/18/2012,240,W,121,49,88,55.7,7,13,53.8,16,25,64.0,9,32,41,23,6,4,11,18,9
124,DEN,LAC,04/18/2012,240,L,98,36,73,49.3,5,18,27.8,21,26,80.8,8,31,39,19,5,3,17,21,-6
125,LAC,DEN,04/18/2012,240,W,104,38,78,48.7,14,24,58.3,14,20,70.0,10,25,35,21,11,7,17,28,6
126,SAS,SAC,04/18/2012,240,W,127,47,80,58.8,8,21,38.1,25,31,80.6,9,31,40,26,7,3,11,20,25
127,SAC,SAS,04/18/2012,240,L,102,41,92,44.6,6,21,28.6,14,20,70.0,14,22,36,22,4,5,12,23,-25
128,ATL,DET,04/18/2012,240,W,116,42,85,49.4,8,28,28.6,24,29,82.8,6,44,50,27,11,4,7,17,32
129,DET,ATL,04/18/2012,240,L,84,32,92,34.8,7,25,28.0,13,19,68.4,15,37,52,17,4,4,14,19,-32
130,DAL,HOU,04/18/2012,240,W,117,41,79,51.9,11,26,42.3,24,26,92.3,10,29,39,21,6,1,12,16,7
131,HOU,DAL,04/18/2012,240,L,110,43,86,50.0,12,28,42.9,12,15,80.0,13,28,41,23,7,1,12,24,-7
132,POR,UTA,04/18/2012,240,L,91,31,79,39.2,6,20,30.0,23,29,79.3,13,26,39,18,7,5,17,20,-21
133,UTA,POR,04/18/2012,240,W,112,38,80,47.5,10,17,58.8,26,32,81.3,12,37,49,23,9,4,15,18,21
134,TOR,MIA,04/18/2012,240,L,72,30,72,41.7,1,16,6.3,11,15,73.3,10,21,31,12,7,5,14,17,-24
135,MIA,TOR,04/18/2012,240,W,96,40,76,52.6,7,17,41.2,9,15,60.0,11,30,41,25,9,3,16,16,24
136,CLE,PHI,04/18/2012,240,L,87,36,79,45.6,5,14,35.7,10,16,62.5,5,28,33,22,2,3,13,9,-16
137,PHI,CLE,04/18/2012,240,W,103,43,82,52.4,9,15,60.0,8,10,80.0,9,37,46,32,9,3,16,20,16
138,ORL,BOS,04/18/2012,240,L,98,36,78,46.2,6,24,25.0,20,30,66.7,17,26,43,17,8,2,16,23,-4
139,BOS,ORL,04/18/2012,240,W,102,38,70,54.3,3,7,42.9,23,27,85.2,3,26,29,23,6,6,15,20,4
140,NJN,NYK,04/18/2012,240,L,95,35,78,44.9,10,25,40.0,15,17,88.2,9,35,44,16,2,4,17,21,-9
141,NYK,NJN,04/18/2012,240,W,104,36,83,43.4,13,35,37.1,19,24,79.2,9,32,41,22,11,5,11,17,9
142,OKC,PHX,04/18/2012,240,W,109,36,80,45.0,6,16,37.5,31,34,91.2,11,35,46,17,8,6,15,26,12
143,PHX,OKC,04/18/2012,240,L,97,34,83,41.0,6,20,30.0,23,32,71.9,12,31,43,18,3,4,14,21,-12
144,GSW,LAL,04/18/2012,240,L,87,38,90,42.2,4,19,21.1,7,10,70.0,7,33,40,23,8,3,11,22,-12
145,LAL,GSW,04/18/2012,240,W,99,37,79,46.8,4,16,25.0,21,28,75.0,11,44,55,34,7,6,14,10,12
146,MEM,MIN,04/17/2012,240,W,91,40,91,44.0,5,13,38.5,6,11,54.5,15,27,42,24,11,7,12,21,7
147,MIN,MEM,04/17/2012,240,L,84,26,73,35.6,7,22,31.8,25,30,83.3,14,32,46,16,6,7,18,12,-7
148,DET,CLE,04/17/2012,240,W,116,45,75,60.0,8,18,44.4,18,20,90.0,7,34,41,28,12,10,14,19,39
149,CLE,DET,04/17/2012,240,L,77,27,78,34.6,7,21,33.3,16,21,76.2,12,22,34,13,5,2,19,14,-39
150,NYK,BOS,04/17/2012,240,W,118,42,74,56.8,19,32,59.4,15,17,88.2,10,26,36,28,6,0,16,26,8
151,BOS,NYK,04/17/2012,240,L,110,36,66,54.5,11,21,52.4,27,34,79.4,6,20,26,21,7,2,11,17,-8
152,SAS,LAL,04/17/2012,240,W,112,50,84,59.5,7,18,38.9,5,11,45.5,6,31,37,29,8,5,12,17,21
153,LAL,SAS,04/17/2012,240,L,91,39,80,48.8,2,10,20.0,11,11,100,8,29,37,28,6,3,20,14,-21
154,IND,PHI,04/17/2012,240,W,102,37,89,41.6,13,24,54.2,15,18,83.3,16,28,44,21,11,6,10,22,5
155,PHI,IND,04/17/2012,240,L,97,34,76,44.7,5,14,35.7,24,32,75.0,15,33,48,19,3,4,15,19,-5
156,CHA,NOH,04/16/2012,240,L,67,23,76,30.3,1,16,6.3,20,30,66.7,11,34,45,12,4,10,13,20,-8
157,NOH,CHA,04/16/2012,240,W,75,26,77,33.8,1,11,9.1,22,25,88.0,11,39,50,15,6,6,13,23,8
158,ATL,TOR,04/16/2012,240,W,109,39,80,48.8,6,21,28.6,25,36,69.4,12,30,42,28,8,6,10,13,22
159,TOR,ATL,04/16/2012,240,L,87,35,79,44.3,4,9,44.4,13,16,81.3,14,32,46,20,5,5,19,27,-22
160,IND,MIN,04/16/2012,240,W,111,39,88,44.3,11,24,45.8,22,25,88.0,14,44,58,24,5,7,11,20,23
161,MIN,IND,04/16/2012,240,L,88,32,87,36.8,7,25,28.0,17,25,68.0,10,35,45,16,4,6,10,20,-23
162,DAL,UTA,04/16/2012,315,L,121,42,98,42.9,14,34,41.2,23,25,92.0,7,34,41,21,13,5,15,31,-2
163,UTA,DAL,04/16/2012,315,W,123,41,95,43.2,12,28,42.9,29,37,78.4,14,39,53,30,6,5,21,28,2
164,DEN,HOU,04/16/2012,240,W,105,38,80,47.5,9,18,50.0,20,29,69.0,9,32,41,26,8,4,13,18,3
165,HOU,DEN,04/16/2012,240,L,102,40,94,42.6,8,29,27.6,14,17,82.4,15,33,48,25,6,11,12,21,-3
166,ORL,PHI,04/16/2012,240,W,113,48,90,53.3,11,18,61.1,6,6,100,13,33,46,28,5,5,11,14,13
167,PHI,ORL,04/16/2012,240,L,100,40,80,50.0,9,18,50.0,11,15,73.3,4,26,30,27,9,4,8,10,-13
168,LAC,OKC,04/16/2012,240,W,92,36,81,44.4,9,20,45.0,11,16,68.8,16,30,46,21,8,7,15,22,15
169,OKC,LAC,04/16/2012,240,L,77,27,72,37.5,5,22,22.7,18,29,62.1,16,26,42,12,8,4,19,21,-15
170,NJN,MIA,04/16/2012,240,L,98,41,82,50.0,5,16,31.3,11,16,68.8,8,26,34,21,8,1,15,20,-3
171,MIA,NJN,04/16/2012,240,W,101,36,71,50.7,6,18,33.3,23,27,85.2,6,27,33,20,6,5,14,15,3
172,POR,PHX,04/16/2012,240,L,107,41,89,46.1,8,21,38.1,17,23,73.9,15,21,36,18,6,3,14,17,-18
173,PHX,POR,04/16/2012,240,W,125,51,85,60.0,7,15,46.7,16,19,84.2,9,32,41,29,4,8,11,20,18
174,WAS,CHI,04/16/2012,240,W,87,34,89,38.2,4,18,22.2,15,19,78.9,13,31,44,18,9,11,15,21,3
175,CHI,WAS,04/16/2012,240,L,84,32,84,38.1,4,14,28.6,16,22,72.7,17,33,50,22,7,8,17,22,-3
176,SAS,GSW,04/16/2012,240,W,120,36,92,39.1,12,27,44.4,36,43,83.7,19,36,55,27,6,4,14,14,21
177,GSW,SAS,04/16/2012,240,L,99,38,93,40.9,8,20,40.0,15,17,88.2,14,33,47,24,9,4,16,31,-21
178,CHA,BOS,04/15/2012,240,L,82,32,79,40.5,3,13,23.1,15,20,75.0,9,28,37,20,7,5,12,13,-12
179,BOS,CHA,04/15/2012,240,W,94,39,80,48.8,5,15,33.3,11,17,64.7,8,36,44,21,6,10,14,16,12
180,NOH,MEM,04/15/2012,240,W,88,32,73,43.8,3,13,23.1,21,21,100,9,30,39,22,11,0,15,22,13
181,MEM,NOH,04/15/2012,240,L,75,25,70,35.7,5,18,27.8,20,25,80.0,14,27,41,15,5,3,21,17,-13
182,DEN,HOU,04/15/2012,240,W,101,41,83,49.4,4,16,25.0,15,21,71.4,9,36,45,27,6,5,16,22,15
183,HOU,DEN,04/15/2012,240,L,86,32,87,36.8,10,26,38.5,12,20,60.0,12,29,41,17,9,5,19,17,-15
184,SAC,POR,04/15/2012,240,W,104,45,95,47.4,8,19,42.1,6,9,66.7,14,23,37,26,8,3,6,12,1
185,POR,SAC,04/15/2012,240,L,103,40,76,52.6,16,32,50.0,7,10,70.0,6,33,39,21,3,8,17,13,-1
186,ATL,TOR,04/15/2012,240,L,86,29,72,40.3,5,22,22.7,23,31,74.2,8,27,35,21,6,2,12,18,-16
187,TOR,ATL,04/15/2012,240,W,102,41,74,55.4,4,12,33.3,16,23,69.6,6,33,39,16,6,4,15,23,16
188,DET,CHI,04/15/2012,265,L,94,33,84,39.3,6,15,40.0,22,28,78.6,10,31,41,16,11,6,19,22,-6
189,CHI,DET,04/15/2012,265,W,100,39,91,42.9,5,17,29.4,17,23,73.9,17,33,50,20,7,6,21,22,6
190,CLE,ORL,04/15/2012,240,L,84,28,75,37.3,6,19,31.6,22,29,75.9,13,34,47,18,4,2,18,19,-16
191,ORL,CLE,04/15/2012,240,W,100,36,79,45.6,11,29,37.9,17,21,81.0,7,32,39,25,10,8,6,20,16
192,MIA,NYK,04/15/2012,240,W,93,36,78,46.2,4,17,23.5,17,21,81.0,11,36,47,14,7,2,15,22,8
193,NYK,MIA,04/15/2012,240,L,85,31,73,42.5,9,30,30.0,14,23,60.9,7,26,33,19,8,1,16,20,-8
194,DAL,LAL,04/15/2012,265,L,108,41,88,46.6,12,21,57.1,14,15,93.3,6,36,42,19,4,4,6,22,-4
195,LAL,DAL,04/15/2012,265,W,112,42,93,45.2,7,18,38.9,21,27,77.8,15,37,52,27,4,1,8,16,4
196,MEM,UTA,04/14/2012,240,W,103,34,70,48.6,7,13,53.8,28,34,82.4,11,27,38,18,4,6,12,13,5
197,UTA,MEM,04/14/2012,240,L,98,40,83,48.2,5,11,45.5,13,17,76.5,13,28,41,20,10,4,14,23,-5
198,CLE,WAS,04/14/2012,240,W,98,34,66,51.5,3,8,37.5,27,33,81.8,5,29,34,17,8,3,17,17,9
199,WAS,CLE,04/14/2012,240,L,89,38,87,43.7,4,14,28.6,9,12,75.0,12,22,34,20,8,9,10,22,-9
200,MIN,OKC,04/14/2012,240,L,110,42,84,50.0,4,11,36.4,22,34,64.7,10,29,39,19,7,4,13,23,-5
201,OKC,MIN,04/14/2012,240,W,115,40,91,44.0,7,25,28.0,28,32,87.5,17,36,53,17,6,8,14,28,5
202,MIL,IND,04/14/2012,240,L,99,37,84,44.0,9,23,39.1,16,26,61.5,11,32,43,21,5,8,10,21,-6
203,IND,MIL,04/14/2012,240,W,105,37,92,40.2,7,19,36.8,24,26,92.3,19,35,54,17,4,1,10,19,6
204,GSW,LAC,04/14/2012,240,L,104,37,80,46.3,15,31,48.4,15,21,71.4,11,28,39,22,7,6,16,26,-8
205,LAC,GSW,04/14/2012,240,W,112,44,81,54.3,10,22,45.5,14,30,46.7,13,28,41,22,6,9,10,18,8
206,BOS,NJN,04/14/2012,240,W,94,37,81,45.7,5,14,35.7,15,22,68.2,12,39,51,28,8,8,15,19,12
207,NJN,BOS,04/14/2012,240,L,82,32,87,36.8,6,22,27.3,12,14,85.7,13,29,42,19,5,5,14,20,-12
208,SAS,PHX,04/14/2012,240,W,105,40,76,52.6,9,18,50.0,16,19,84.2,10,39,49,24,12,1,24,20,14
209,PHX,SAS,04/14/2012,240,L,91,38,96,39.6,2,16,12.5,13,18,72.2,18,26,44,15,10,6,13,18,-14
210,OKC,SAC,04/13/2012,240,W,115,43,90,47.8,5,12,41.7,24,32,75.0,16,42,58,19,11,9,14,13,26
