,team,opponent,date,min,win_or_lose,score,FGM,FGA,FG%,FG3M,FG3A,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
19,TOR,BKN,04/13/2016,240,W,103,41,93,44.1,13,37,35.1,8,15,53.3,16,41,57,24,5,10,9,12,7
20,LAC,PHX,04/13/2016,240,L,105,43,96,44.8,9,31,29.0,10,12,83.3,6,34,40,23,9,6,15,20,-9
21,PHX,LAC,04/13/2016,240,W,114,45,99,45.5,7,26,26.9,17,22,77.3,18,40,58,26,10,5,17,15,9
22,PHI,CHI,04/13/2016,240,L,105,37,81,45.7,17,35,48.6,14,18,77.8,4,27,31,28,10,7,13,24,-10
23,CHI,PHI,04/13/2016,240,W,115,39,83,47.0,15,24,62.5,22,27,81.5,16,37,53,27,8,8,17,13,10
24,LAL,UTA,04/13/2016,240,W,101,41,85,48.2,6,25,24.0,13,15,86.7,8,39,47,19,6,3,14,17,5
25,UTA,LAL,04/13/2016,240,L,96,39,83,47.0,9,30,30.0,9,15,60.0,8,30,38,27,10,1,14,16,-5
26,MEM,GSW,04/13/2016,240,L,104,42,98,42.9,8,24,33.3,12,16,75.0,13,27,40,25,12,1,13,18,-21
27,GSW,MEM,04/13/2016,240,W,125,46,87,52.9,20,47,42.6,13,16,81.3,12,39,51,35,7,7,17,14,21
28,PHI,TOR,04/12/2016,240,L,98,35,77,45.5,15,35,42.9,13,25,52.0,7,25,32,24,8,6,14,18,-24
29,TOR,PHI,04/12/2016,240,W,122,48,95,50.5,10,25,40.0,16,19,84.2,16,36,52,25,11,5,14,20,24
30,NYK,IND,04/12/2016,240,L,90,36,80,45.0,10,27,37.0,8,9,88.9,8,29,37,27,6,8,16,17,-12
31,IND,NYK,04/12/2016,240,W,102,41,80,51.3,6,19,31.6,14,20,70.0,8,33,41,26,10,3,14,10,12
32,DET,MIA,04/12/2016,240,L,93,34,84,40.5,5,18,27.8,20,30,66.7,18,30,48,15,9,4,16,17,-6
33,MIA,DET,04/12/2016,240,W,99,38,78,48.7,7,20,35.0,16,22,72.7,8,31,39,15,7,5,15,21,6
34,LAC,MEM,04/12/2016,240,W,110,41,75,54.7,12,25,48.0,16,21,76.2,8,33,41,29,11,7,11,19,26
35,MEM,LAC,04/12/2016,240,L,84,35,86,40.7,5,20,25.0,9,14,64.3,13,25,38,16,5,1,16,18,-26
36,OKC,SAS,04/12/2016,265,L,98,35,87,40.2,6,25,24.0,22,25,88.0,18,37,55,18,7,5,21,23,-4
37,SAS,OKC,04/12/2016,265,W,102,37,87,42.5,4,14,28.6,24,32,75.0,11,31,42,15,12,8,11,22,4
38,CHI,NOP,04/11/2016,240,W,121,44,77,57.1,10,23,43.5,23,26,88.5,5,30,35,29,5,3,9,20,5
39,NOP,CHI,04/11/2016,240,L,116,41,80,51.3,12,26,46.2,22,28,78.6,10,23,33,28,8,2,10,23,-5
40,OKC,LAL,04/11/2016,240,W,112,42,96,43.8,12,37,32.4,16,27,59.3,13,44,57,27,8,11,12,20,33
41,LAL,OKC,04/11/2016,240,L,79,23,81,28.4,7,31,22.6,26,30,86.7,10,38,48,15,8,1,15,20,-33
42,MIN,HOU,04/11/2016,240,L,105,38,83,45.8,5,21,23.8,24,33,72.7,10,30,40,25,12,3,14,20,-24
43,HOU,MIN,04/11/2016,240,W,129,48,86,55.8,15,30,50.0,18,26,69.2,8,35,43,28,12,5,18,23,24
44,UTA,DAL,04/11/2016,240,L,92,35,77,45.5,9,33,27.3,13,18,72.2,6,32,38,21,5,3,10,16,-9
45,DAL,UTA,04/11/2016,240,W,101,36,81,44.4,11,32,34.4,18,22,81.8,10,37,47,19,7,2,9,15,9
46,CLE,ATL,04/11/2016,240,W,109,40,83,48.2,11,29,37.9,18,20,90.0,9,38,47,17,9,4,15,14,15
47,ATL,CLE,04/11/2016,240,L,94,39,87,44.8,8,30,26.7,8,15,53.3,10,32,42,23,8,6,15,18,-15
48,ORL,MIL,04/11/2016,240,W,107,41,84,48.8,7,23,30.4,18,28,64.3,12,24,36,28,19,10,10,15,9
49,MIL,ORL,04/11/2016,240,L,98,41,78,52.6,3,15,20.0,13,19,68.4,13,32,45,18,6,7,23,20,-9
50,CHA,BOS,04/11/2016,240,W,114,41,81,50.6,14,32,43.8,18,22,81.8,7,37,44,23,10,7,14,20,14
51,BOS,CHA,04/11/2016,240,L,100,34,89,38.2,8,24,33.3,24,29,82.8,13,33,46,17,6,1,12,17,-14
52,BKN,WAS,04/11/2016,240,L,111,44,98,44.9,10,31,32.3,13,21,61.9,13,30,43,24,9,9,10,16,-9
53,WAS,BKN,04/11/2016,240,W,120,46,89,51.7,9,25,36.0,19,24,79.2,9,38,47,27,8,1,14,18,9
54,PHX,SAC,04/11/2016,240,L,101,41,100,41.0,5,22,22.7,14,17,82.4,17,34,51,21,8,3,19,25,-4
55,SAC,PHX,04/11/2016,240,W,105,41,83,49.4,6,17,35.3,17,28,60.7,4,36,40,25,11,12,19,19,4
56,CHA,WAS,04/10/2016,240,L,98,28,81,34.6,12,33,36.4,30,35,85.7,9,37,46,21,7,2,15,25,-15
57,WAS,CHA,04/10/2016,240,W,113,42,80,52.5,9,21,42.9,20,28,71.4,4,44,48,27,8,5,12,23,15
58,DEN,UTA,04/10/2016,240,L,84,32,80,40.0,6,27,22.2,14,19,73.7,6,35,41,18,6,7,12,19,-16
59,UTA,DEN,04/10/2016,240,W,100,36,79,45.6,12,31,38.7,16,21,76.2,11,38,49,19,7,8,12,14,16
60,BKN,IND,04/10/2016,240,L,105,35,91,38.5,14,37,37.8,21,26,80.8,11,25,36,24,12,4,15,21,-24
61,IND,BKN,04/10/2016,240,W,129,48,86,55.8,11,27,40.7,22,27,81.5,14,44,58,34,10,4,20,22,24
62,ORL,MIA,04/10/2016,240,L,96,37,83,44.6,7,18,38.9,15,19,78.9,6,29,35,18,6,1,16,18,-22
63,MIA,ORL,04/10/2016,240,W,118,43,77,55.8,6,20,30.0,26,30,86.7,4,37,41,28,10,3,12,16,22
64,HOU,LAL,04/10/2016,240,W,130,50,98,51.0,17,41,41.5,13,18,72.2,16,32,48,30,11,5,14,15,20
65,LAL,HOU,04/10/2016,240,L,110,41,83,49.4,12,28,42.9,16,19,84.2,7,33,40,25,10,3,21,15,-20
66,DAL,LAC,04/10/2016,240,L,91,30,74,40.5,8,30,26.7,23,33,69.7,5,42,47,18,6,5,16,29,-7
67,LAC,DAL,04/10/2016,240,W,98,37,76,48.7,9,18,50.0,15,37,40.5,6,36,42,25,11,6,11,20,7
68,TOR,NYK,04/10/2016,240,W,93,37,78,47.4,7,20,35.0,12,19,63.2,7,31,38,19,4,6,7,19,4
69,NYK,TOR,04/10/2016,240,L,89,32,89,36.0,7,20,35.0,18,21,85.7,13,34,47,14,4,3,9,15,-4
70,GSW,SAS,04/10/2016,240,W,92,34,77,44.2,10,27,37.0,14,18,77.8,7,39,46,19,7,6,13,18,6
71,SAS,GSW,04/10/2016,240,L,86,34,90,37.8,3,17,17.6,15,19,78.9,18,35,53,21,10,5,12,18,-6
72,MIL,PHI,04/10/2016,265,W,109,40,87,46.0,7,23,30.4,22,24,91.7,8,45,53,26,10,8,20,19,1
73,PHI,MIL,04/10/2016,265,L,108,39,96,40.6,13,46,28.3,17,25,68.0,13,32,45,24,12,6,15,19,-1
74,NOP,PHX,04/09/2016,240,L,100,39,95,41.1,7,21,33.3,15,20,75.0,13,29,42,19,8,2,11,26,-21
75,PHX,NOP,04/09/2016,240,W,121,43,83,51.8,10,25,40.0,25,31,80.6,11,42,53,27,6,8,17,25,21
76,GSW,MEM,04/09/2016,240,W,100,39,87,44.8,10,36,27.8,12,13,92.3,7,41,48,20,3,7,11,14,1
77,MEM,GSW,04/09/2016,240,L,99,37,96,38.5,7,21,33.3,18,20,90.0,17,37,54,19,8,4,7,16,-1
78,OKC,SAC,04/09/2016,240,L,112,39,81,48.1,13,32,40.6,21,28,75.0,13,31,44,24,6,5,21,25,-2
79,SAC,OKC,04/09/2016,240,W,114,45,94,47.9,13,32,40.6,11,20,55.0,16,24,40,22,12,4,11,23,2
80,BOS,ATL,04/09/2016,240,L,107,40,90,44.4,11,28,39.3,16,24,66.7,10,30,40,26,10,6,15,21,-11
81,ATL,BOS,04/09/2016,240,W,118,46,88,52.3,17,33,51.5,9,11,81.8,5,39,44,31,10,10,18,22,11
82,POR,MIN,04/09/2016,240,L,105,40,80,50.0,9,24,37.5,16,18,88.9,11,26,37,19,2,4,19,20,-1
83,MIN,POR,04/09/2016,240,W,106,41,84,48.8,5,13,38.5,19,25,76.0,13,24,37,24,8,7,11,18,1
84,CLE,CHI,04/09/2016,240,L,102,36,83,43.4,19,40,47.5,11,18,61.1,12,30,42,24,5,5,16,18,-3
85,CHI,CLE,04/09/2016,240,W,105,40,89,44.9,8,24,33.3,17,21,81.0,13,32,45,19,8,6,12,22,3
86,NOP,LAL,04/08/2016,240,W,110,42,79,53.2,10,22,45.5,16,21,76.2,9,34,43,29,5,4,16,20,8
87,LAL,NOP,04/08/2016,240,L,102,34,81,42.0,11,24,45.8,23,27,85.2,10,24,34,18,9,5,13,23,-8
88,IND,TOR,04/08/2016,240,L,98,37,83,44.6,8,27,29.6,16,20,80.0,9,24,33,22,7,7,10,28,-13
89,TOR,IND,04/08/2016,240,W,111,37,68,54.4,10,22,45.5,27,38,71.1,5,31,36,21,4,5,17,19,13
90,BKN,CHA,04/08/2016,240,L,99,39,92,42.4,10,25,40.0,11,20,55.0,16,29,45,24,9,5,15,17,-14
91,CHA,BKN,04/08/2016,240,W,113,41,83,49.4,14,37,37.8,17,20,85.0,10,32,42,26,11,12,13,17,14
92,SAS,DEN,04/08/2016,240,L,98,36,85,42.4,3,14,21.4,23,28,82.1,8,37,45,20,6,8,10,12,-4
93,DEN,SAS,04/08/2016,240,W,102,40,86,46.5,6,22,27.3,16,19,84.2,8,39,47,21,9,7,11,23,4
94,MEM,DAL,04/08/2016,240,L,93,35,87,40.2,7,22,31.8,16,22,72.7,15,27,42,17,9,1,15,33,-10
95,DAL,MEM,04/08/2016,240,W,103,30,60,50.0,12,31,38.7,31,39,79.5,6,32,38,18,7,6,19,17,10
96,LAC,UTA,04/08/2016,265,W,102,37,83,44.6,13,29,44.8,15,19,78.9,8,36,44,16,13,3,14,20,3
97,UTA,LAC,04/08/2016,265,L,99,36,82,43.9,11,31,35.5,16,23,69.6,9,38,47,14,7,6,18,15,-3
98,WAS,DET,04/08/2016,240,L,99,38,86,44.2,6,19,31.6,17,23,73.9,11,25,36,19,5,1,12,23,-13
99,DET,WAS,04/08/2016,240,W,112,36,77,46.8,14,32,43.8,26,29,89.7,7,37,44,17,5,2,13,18,13
100,ORL,MIA,04/08/2016,240,W,112,43,82,52.4,5,11,45.5,21,28,75.0,6,31,37,23,4,9,11,19,3
101,MIA,ORL,04/08/2016,240,L,109,45,100,45.0,8,22,36.4,11,21,52.4,23,30,53,18,6,5,13,23,-3
102,MIL,BOS,04/08/2016,240,L,109,41,84,48.8,7,17,41.2,20,29,69.0,7,31,38,30,10,5,21,27,-15
103,BOS,MIL,04/08/2016,240,W,124,44,78,56.4,6,14,42.9,30,38,78.9,4,30,34,35,6,9,15,23,15
104,NYK,PHI,04/08/2016,240,W,109,43,91,47.3,4,16,25.0,19,30,63.3,12,47,59,19,6,8,10,23,7
105,PHI,NYK,04/08/2016,240,L,102,32,91,35.2,14,37,37.8,24,36,66.7,15,31,46,25,7,5,9,20,-7
106,MIN,SAC,04/07/2016,240,W,105,36,80,45.0,11,21,52.4,22,31,71.0,13,30,43,25,11,4,16,17,8
107,SAC,MIN,04/07/2016,240,L,97,36,85,42.4,6,17,35.3,19,21,90.5,17,30,47,19,11,5,20,23,-8
108,ATL,TOR,04/07/2016,240,W,95,33,76,43.4,12,32,37.5,17,21,81.0,5,36,41,23,4,12,13,19,8
109,TOR,ATL,04/07/2016,240,L,87,32,84,38.1,8,21,38.1,15,20,75.0,8,38,46,16,10,4,12,16,-8
110,MIA,CHI,04/07/2016,240,W,106,44,92,47.8,4,14,28.6,14,17,82.4,15,32,47,16,8,2,10,20,8
111,CHI,MIA,04/07/2016,240,L,98,35,78,44.9,3,14,21.4,25,28,89.3,12,29,41,18,6,7,14,12,-8
112,HOU,PHX,04/07/2016,240,L,115,42,74,56.8,14,33,42.4,17,28,60.7,5,21,26,26,13,12,20,24,-9
113,PHX,HOU,04/07/2016,240,W,124,44,94,46.8,12,31,38.7,24,29,82.8,20,27,47,31,11,2,21,24,9
114,SAS,GSW,04/07/2016,240,L,101,39,80,48.8,7,16,43.8,16,23,69.6,5,27,32,28,10,2,12,11,-11
115,GSW,SAS,04/07/2016,240,W,112,45,83,54.2,12,25,48.0,10,11,90.9,7,36,43,33,8,2,16,22,11
116,BKN,WAS,04/06/2016,240,L,103,39,92,42.4,7,17,41.2,18,24,75.0,11,27,38,26,7,4,11,21,-18
117,WAS,BKN,04/06/2016,240,W,121,48,95,50.5,8,28,28.6,17,20,85.0,16,37,53,36,7,10,12,19,18
118,DAL,HOU,04/06/2016,240,W,88,33,80,41.3,10,33,30.3,12,14,85.7,13,27,40,19,9,4,14,20,2
119,HOU,DAL,04/06/2016,240,L,86,34,78,43.6,6,20,30.0,12,18,66.7,12,29,41,19,6,4,16,17,-2
120,CLE,IND,04/06/2016,240,L,109,35,74,47.3,8,29,27.6,31,34,91.2,7,26,33,15,7,3,10,19,-14
121,IND,CLE,04/06/2016,240,W,123,45,80,56.3,16,31,51.6,17,22,77.3,9,29,38,25,9,1,14,24,14
122,OKC,POR,04/06/2016,240,L,115,43,91,47.3,9,22,40.9,20,31,64.5,19,31,50,18,9,2,17,20,-5
123,POR,OKC,04/06/2016,240,W,120,43,84,51.2,15,33,45.5,19,24,79.2,9,30,39,32,11,6,15,23,5
124,DET,ORL,04/06/2016,240,W,108,39,86,45.3,11,27,40.7,19,31,61.3,12,32,44,24,9,6,12,16,4
125,ORL,DET,04/06/2016,240,L,104,43,90,47.8,4,15,26.7,14,19,73.7,12,36,48,25,7,8,14,23,-4
126,BOS,NOP,04/06/2016,240,W,104,36,87,41.4,10,34,29.4,22,27,81.5,8,33,41,24,10,7,10,20,7
127,NOP,BOS,04/06/2016,240,L,97,34,78,43.6,9,24,37.5,20,23,87.0,8,41,49,21,5,2,23,28,-7
128,NYK,CHA,04/06/2016,240,L,97,37,78,47.4,10,26,38.5,13,15,86.7,10,33,43,24,5,6,18,16,-14
129,CHA,NYK,04/06/2016,240,W,111,42,90,46.7,12,26,46.2,15,17,88.2,11,27,38,19,9,3,8,14,14
130,LAC,LAL,04/06/2016,240,W,91,37,83,44.6,7,25,28.0,10,14,71.4,10,39,49,23,10,6,11,17,10
131,LAL,LAC,04/06/2016,240,L,81,32,90,35.6,4,19,21.1,13,17,76.5,16,33,49,12,6,1,12,16,-10
132,MEM,CHI,04/05/2016,240,W,108,39,87,44.8,7,19,36.8,23,26,88.5,12,30,42,18,13,1,11,15,16
133,CHI,MEM,04/05/2016,240,L,92,34,77,44.2,11,29,37.9,13,19,68.4,13,29,42,22,6,11,20,20,-16
134,TOR,CHA,04/05/2016,240,W,96,34,78,43.6,6,23,26.1,22,31,71.0,7,40,47,19,6,8,11,16,6
135,CHA,TOR,04/05/2016,240,L,90,32,88,36.4,11,35,31.4,15,21,71.4,11,32,43,20,5,6,7,22,-6
136,OKC,DEN,04/05/2016,240,W,124,46,87,52.9,15,33,45.5,17,24,70.8,13,42,55,32,10,4,18,21,22
137,DEN,OKC,04/05/2016,240,L,102,37,88,42.0,10,30,33.3,18,27,66.7,10,28,38,28,9,4,13,19,-22
138,SAC,POR,04/05/2016,240,L,107,41,78,52.6,11,22,50.0,14,21,66.7,3,31,34,20,6,7,19,19,-8
139,POR,SAC,04/05/2016,240,W,115,40,93,43.0,12,31,38.7,23,27,85.2,19,30,49,20,12,7,14,19,8
140,ATL,PHX,04/05/2016,240,W,103,39,95,41.1,11,34,32.4,14,19,73.7,13,37,50,26,16,3,17,21,13
141,PHX,ATL,04/05/2016,240,L,90,30,81,37.0,12,31,38.7,18,30,60.0,11,40,51,19,13,4,24,19,-13
142,CLE,MIL,04/05/2016,240,W,109,41,75,54.7,18,36,50.0,9,10,90.0,2,39,41,30,4,8,16,14,29
143,MIL,CLE,04/05/2016,240,L,80,35,88,39.8,4,16,25.0,6,12,50.0,12,29,41,20,7,1,10,14,-29
144,UTA,SAS,04/05/2016,240,L,86,32,68,47.1,5,17,29.4,17,21,81.0,5,35,40,13,5,4,16,18,-2
145,SAS,UTA,04/05/2016,240,W,88,32,72,44.4,7,17,41.2,17,19,89.5,4,28,32,16,10,4,9,16,2
146,DET,MIA,04/05/2016,240,L,89,32,80,40.0,5,22,22.7,20,25,80.0,12,31,43,14,7,1,13,14,-18
147,MIA,DET,04/05/2016,240,W,107,44,84,52.4,9,14,64.3,10,14,71.4,7,34,41,22,6,4,10,17,18
148,LAL,LAC,04/05/2016,240,L,81,26,83,31.3,6,20,30.0,23,25,92.0,14,29,43,11,10,3,15,23,-22
149,LAC,LAL,04/05/2016,240,W,103,40,78,51.3,7,20,35.0,16,26,61.5,6,40,46,26,11,4,14,17,22
150,MIN,GSW,04/05/2016,265,W,124,44,86,51.2,8,17,47.1,28,36,77.8,6,34,40,30,14,6,18,15,7
151,GSW,MIN,04/05/2016,265,L,117,49,98,50.0,12,35,34.3,7,8,87.5,9,37,46,35,9,5,24,29,-7
152,PHI,NOP,04/05/2016,240,W,107,40,88,45.5,13,34,38.2,14,17,82.4,11,30,41,31,10,6,10,15,14
153,NOP,PHI,04/05/2016,240,L,93,37,82,45.1,7,18,38.9,12,16,75.0,14,35,49,20,5,1,17,16,-14
154,MIN,DAL,04/03/2016,240,L,78,29,71,40.8,4,21,19.0,16,18,88.9,6,35,41,20,8,4,18,18,-10
155,DAL,MIN,04/03/2016,240,W,88,32,83,38.6,14,40,35.0,10,17,58.8,15,29,44,19,6,4,11,17,10
156,MIL,CHI,04/03/2016,240,L,98,40,85,47.1,2,7,28.6,16,20,80.0,15,29,44,28,6,7,14,17,-4
157,CHI,MIL,04/03/2016,240,W,102,39,74,52.7,7,26,26.9,17,22,77.3,6,28,34,30,10,4,12,16,4
158,HOU,OKC,04/03/2016,240,W,118,41,102,40.2,13,42,31.0,23,26,88.5,22,23,45,24,11,5,10,24,8
159,OKC,HOU,04/03/2016,240,L,110,38,82,46.3,7,27,25.9,27,32,84.4,15,35,50,21,5,5,21,21,-8
160,CLE,CHA,04/03/2016,240,W,112,45,83,54.2,16,29,55.2,6,13,46.2,15,31,46,34,7,1,17,19,9
161,CHA,CLE,04/03/2016,240,L,103,34,76,44.7,9,26,34.6,26,27,96.3,11,24,35,23,15,4,15,13,-9
162,MEM,ORL,04/03/2016,240,L,107,41,89,46.1,8,21,38.1,17,26,65.4,12,34,46,22,4,4,14,21,-12
163,ORL,MEM,04/03/2016,240,W,119,43,90,47.8,10,26,38.5,23,29,79.3,13,30,43,27,10,3,10,21,12
164,LAC,WAS,04/03/2016,240,W,114,43,85,50.6,8,19,42.1,20,33,60.6,10,34,44,27,9,4,11,17,5
165,WAS,LAC,04/03/2016,240,L,109,43,94,45.7,11,30,36.7,12,21,57.1,17,34,51,31,8,1,14,29,-5
166,NOP,BKN,04/03/2016,240,W,106,42,76,55.3,8,22,36.4,14,23,60.9,5,27,32,31,11,7,13,21,19
167,BKN,NOP,04/03/2016,240,L,87,33,85,38.8,8,23,34.8,13,21,61.9,21,29,50,20,5,3,21,23,-19
168,PHX,UTA,04/03/2016,240,L,86,33,78,42.3,8,27,29.6,12,19,63.2,12,33,45,16,5,1,22,19,-15
169,UTA,PHX,04/03/2016,240,W,101,39,81,48.1,10,27,37.0,13,17,76.5,4,29,33,27,9,10,10,20,15
170,NYK,IND,04/03/2016,240,L,87,33,96,34.4,7,25,28.0,14,20,70.0,18,33,51,20,7,9,11,18,-5
171,IND,NYK,04/03/2016,240,W,92,34,81,42.0,7,22,31.8,17,20,85.0,7,46,53,17,5,3,17,18,5
172,LAL,BOS,04/03/2016,240,L,100,37,90,41.1,6,21,28.6,20,29,69.0,11,36,47,22,6,4,11,17,-7
173,BOS,LAL,04/03/2016,240,W,107,41,91,45.1,8,30,26.7,17,22,77.3,9,41,50,30,8,1,12,25,7
174,GSW,POR,04/03/2016,240,W,136,50,88,56.8,18,30,60.0,18,22,81.8,11,32,43,30,5,8,13,23,25
175,POR,GSW,04/03/2016,240,L,111,38,85,44.7,9,24,37.5,26,33,78.8,11,26,37,23,8,4,13,16,-25
176,DEN,SAC,04/02/2016,240,L,106,40,92,43.5,9,29,31.0,17,24,70.8,15,35,50,27,3,10,10,22,-9
177,SAC,DEN,04/02/2016,240,W,115,41,88,46.6,8,21,38.1,25,31,80.6,11,37,48,27,4,5,7,20,9
178,POR,MIA,04/02/2016,240,W,110,41,79,51.9,10,15,66.7,18,23,78.3,8,37,45,21,9,4,16,19,17
179,MIA,POR,04/02/2016,240,L,93,34,88,38.6,6,19,31.6,19,27,70.4,12,30,42,16,9,4,14,17,-17
180,DET,CHI,04/02/2016,240,W,94,32,76,42.1,10,20,50.0,20,34,58.8,7,38,45,17,8,2,10,16,4
181,CHI,DET,04/02/2016,240,L,90,34,88,38.6,9,25,36.0,13,15,86.7,11,36,47,21,6,10,13,25,-4
182,SAS,TOR,04/02/2016,240,W,102,35,77,45.5,5,20,25.0,27,30,90.0,15,32,47,28,11,5,15,14,7
183,TOR,SAS,04/02/2016,240,L,95,40,80,50.0,6,18,33.3,9,10,90.0,6,26,32,18,8,3,13,21,-7
184,IND,PHI,04/02/2016,240,W,115,44,84,52.4,8,23,34.8,19,23,82.6,6,42,48,27,9,4,14,24,13
185,PHI,IND,04/02/2016,240,L,102,34,83,41.0,16,37,43.2,18,26,69.2,8,30,38,23,3,1,17,22,-13
186,TOR,MEM,04/01/2016,240,W,99,30,71,42.3,12,28,42.9,27,29,93.1,11,30,41,16,8,12,18,19,4
187,MEM,TOR,04/01/2016,240,L,95,37,91,40.7,7,19,36.8,14,17,82.4,18,24,42,16,13,7,14,25,-4
188,PHI,CHA,04/01/2016,240,L,91,33,90,36.7,10,39,25.6,15,21,71.4,9,39,48,24,5,7,10,20,-9
189,CHA,PHI,04/01/2016,240,W,100,36,84,42.9,7,27,25.9,21,27,77.8,8,47,55,23,9,6,11,14,9
190,MIA,SAC,04/01/2016,240,W,112,42,82,51.2,12,22,54.5,16,17,94.1,7,31,38,23,5,6,18,22,6
191,SAC,MIA,04/01/2016,240,L,106,38,87,43.7,7,21,33.3,23,29,79.3,16,25,41,20,7,5,14,16,-6
192,CLE,ATL,04/01/2016,265,W,110,39,98,39.8,12,38,31.6,20,31,64.5,11,46,57,27,9,6,12,23,2
193,ATL,CLE,04/01/2016,265,L,108,38,95,40.0,9,30,30.0,23,26,88.5,5,43,48,25,5,8,16,27,-2
194,UTA,MIN,04/01/2016,240,W,98,38,72,52.8,8,22,36.4,14,23,60.9,11,32,43,13,9,5,16,11,13
195,MIN,UTA,04/01/2016,240,L,85,35,79,44.3,9,23,39.1,6,10,60.0,10,24,34,25,11,1,15,20,-13
196,MIL,ORL,04/01/2016,240,W,113,47,86,54.7,4,17,23.5,15,25,60.0,9,31,40,31,14,6,16,15,3
197,ORL,MIL,04/01/2016,240,L,110,46,86,53.5,8,24,33.3,10,12,83.3,4,33,37,34,13,8,20,22,-3
198,DAL,DET,04/01/2016,240,W,98,39,85,45.9,8,24,33.3,12,14,85.7,8,40,48,18,4,5,10,18,9
199,DET,DAL,04/01/2016,240,L,89,31,81,38.3,13,33,39.4,14,24,58.3,12,35,47,23,4,4,11,17,-9
200,WAS,PHX,04/01/2016,240,W,106,38,86,44.2,10,26,38.5,20,25,80.0,9,35,44,22,6,7,12,24,7
201,PHX,WAS,04/01/2016,240,L,99,36,93,38.7,7,23,30.4,20,26,76.9,17,39,56,19,5,3,16,22,-7
202,NYK,BKN,04/01/2016,240,W,105,42,84,50.0,14,23,60.9,7,7,100,7,39,46,24,4,8,17,12,14
203,BKN,NYK,04/01/2016,240,L,91,36,101,35.6,4,24,16.7,15,20,75.0,20,32,52,20,11,2,11,11,-14
204,GSW,BOS,04/01/2016,240,L,106,38,83,45.8,20,43,46.5,10,13,76.9,8,33,41,25,12,7,22,24,-3
205,BOS,GSW,04/01/2016,240,W,109,41,87,47.1,8,23,34.8,19,30,63.3,11,33,44,28,10,1,14,14,3
206,NOP,DEN,03/31/2016,240,W,101,40,90,44.4,13,29,44.8,8,9,88.9,14,37,51,29,7,4,18,16,6
207,DEN,NOP,03/31/2016,240,L,95,36,83,43.4,10,27,37.0,13,17,76.5,8,32,40,28,10,7,13,15,-6
208,LAC,OKC,03/31/2016,240,L,117,42,76,55.3,16,29,55.2,17,22,77.3,5,21,26,22,9,4,14,17,-2
209,OKC,LAC,03/31/2016,240,W,119,45,87,51.7,10,32,31.3,19,24,79.2,17,29,46,25,10,1,14,13,2
210,IND,ORL,03/31/2016,240,L,94,36,86,41.9,7,19,36.8,15,21,71.4,17,32,49,18,11,4,19,18,-20
