,team,opponent,date,min,win_or_lose,score,FGM,FGA,FG%,FG3M,FG3A,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
20,SAC,LAL,08/13/2020,240,W,136,54,95,56.8,21,47,44.7,7,12,58.3,9,35,44,37,12,2,15,15,14
21,LAL,SAC,08/13/2020,240,L,122,48,98,49.0,15,35,42.9,11,15,73.3,15,32,47,29,6,1,17,18,-14
22,OKC,MIA,08/12/2020,240,W,116,39,89,43.8,16,42,38.1,22,27,81.5,14,36,50,20,7,4,16,19,1
23,MIA,OKC,08/12/2020,240,L,115,42,86,48.8,14,42,33.3,17,20,85.0,6,34,40,24,14,2,12,23,-1
24,LAC,DEN,08/12/2020,240,W,124,46,85,54.1,14,37,37.8,18,23,78.3,6,34,40,29,11,1,8,25,13
25,DEN,LAC,08/12/2020,240,L,111,43,87,49.4,13,35,37.1,12,19,63.2,9,33,42,33,4,3,12,19,-13
26,HOU,IND,08/12/2020,240,L,104,32,86,37.2,16,57,28.1,24,28,85.7,6,43,49,20,8,6,20,20,-4
27,IND,HOU,08/12/2020,240,W,108,40,100,40.0,11,31,35.5,17,22,77.3,12,42,54,25,15,7,15,25,4
28,PHI,TOR,08/12/2020,240,L,121,39,84,46.4,17,40,42.5,26,33,78.8,9,38,47,27,9,10,17,29,-4
29,TOR,PHI,08/12/2020,240,W,125,40,90,44.4,18,43,41.9,27,40,67.5,11,36,47,28,8,7,12,23,4
30,BOS,MEM,08/11/2020,240,W,122,44,86,51.2,16,37,43.2,18,23,78.3,10,36,46,29,7,7,15,27,15
31,MEM,BOS,08/11/2020,240,L,107,35,89,39.3,7,29,24.1,30,38,78.9,14,30,44,26,8,4,8,15,-15
32,MIL,WAS,08/11/2020,240,W,126,44,87,50.6,18,38,47.4,20,28,71.4,9,44,53,25,6,0,15,26,13
33,WAS,MIL,08/11/2020,240,L,113,39,95,41.1,12,35,34.3,23,30,76.7,11,33,44,22,2,3,11,23,-13
34,SAC,NOP,08/11/2020,240,W,112,43,88,48.9,11,26,42.3,15,16,93.8,14,31,45,27,4,6,21,22,6
35,NOP,SAC,08/11/2020,240,L,106,42,82,51.2,7,24,29.2,15,19,78.9,5,29,34,25,8,6,19,18,-6
36,DAL,POR,08/11/2020,240,L,131,42,81,51.9,20,44,45.5,27,33,81.8,5,32,37,28,4,5,17,23,-3
37,POR,DAL,08/11/2020,240,W,134,46,98,46.9,15,38,39.5,27,29,93.1,12,36,48,18,9,3,8,31,3
38,BKN,ORL,08/11/2020,240,W,108,38,89,42.7,13,43,30.2,19,24,79.2,8,39,47,26,9,4,15,20,12
39,ORL,BKN,08/11/2020,240,L,96,32,83,38.6,7,23,30.4,25,29,86.2,12,37,49,13,9,3,17,24,-12
40,HOU,SAS,08/11/2020,240,L,105,36,89,40.4,14,48,29.2,19,21,90.5,4,33,37,18,14,3,18,19,-18
41,SAS,HOU,08/11/2020,240,W,123,46,93,49.5,13,32,40.6,18,20,90.0,9,50,59,28,10,5,22,20,18
42,PHX,PHI,08/11/2020,240,W,130,49,89,55.1,12,28,42.9,20,21,95.2,11,33,44,28,4,3,7,18,13
43,PHI,PHX,08/11/2020,240,L,117,46,93,49.5,15,33,45.5,10,14,71.4,11,23,34,28,5,4,9,20,-13
44,TOR,MIL,08/10/2020,240,W,114,42,97,43.3,12,40,30.0,18,26,69.2,16,39,55,24,11,6,14,27,8
45,MIL,TOR,08/10/2020,240,L,106,33,84,39.3,14,43,32.6,26,35,74.3,11,38,49,25,4,6,19,21,-8
46,DAL,UTA,08/10/2020,240,W,122,48,85,56.5,12,24,50.0,14,16,87.5,4,30,34,29,6,3,8,23,8
47,UTA,DAL,08/10/2020,240,L,114,39,82,47.6,21,46,45.7,15,20,75.0,11,27,38,28,5,6,12,19,-8
48,IND,MIA,08/10/2020,240,L,92,33,84,39.3,10,35,28.6,16,25,64.0,6,39,45,20,5,4,17,19,-22
49,MIA,IND,08/10/2020,240,W,114,44,98,44.9,13,40,32.5,13,19,68.4,13,46,59,29,11,9,14,20,22
50,PHX,OKC,08/10/2020,240,W,128,42,89,47.2,17,34,50.0,27,29,93.1,12,41,53,29,11,7,20,23,27
51,OKC,PHX,08/10/2020,240,L,101,35,90,38.9,13,39,33.3,18,21,85.7,8,32,40,24,10,2,19,23,-27
52,DEN,LAL,08/10/2020,240,L,121,45,77,58.4,13,23,56.5,18,23,78.3,10,25,35,27,6,2,14,20,-3
53,LAL,DEN,08/10/2020,240,W,124,44,81,54.3,14,29,48.3,22,32,68.8,14,18,32,28,8,4,10,18,3
54,OKC,WAS,08/09/2020,240,W,121,43,84,51.2,18,39,46.2,17,22,77.3,8,35,43,25,7,3,12,18,18
55,WAS,OKC,08/09/2020,240,L,103,38,92,41.3,9,36,25.0,18,22,81.8,13,31,44,23,6,3,16,18,-18
56,TOR,MEM,08/09/2020,240,W,108,34,71,47.9,15,39,38.5,25,33,75.8,5,35,40,25,17,7,26,23,9
57,MEM,TOR,08/09/2020,240,L,99,37,91,40.7,14,42,33.3,11,16,68.8,10,32,42,24,14,3,22,27,-9
58,SAC,HOU,08/09/2020,240,L,112,41,87,47.1,10,37,27.0,20,23,87.0,5,36,41,29,9,2,18,22,-17
59,HOU,SAC,08/09/2020,240,W,129,43,91,47.3,18,57,31.6,25,30,83.3,8,40,48,21,9,3,15,18,17
60,PHI,POR,08/09/2020,240,L,121,47,97,48.5,14,30,46.7,13,17,76.5,14,34,48,24,6,3,15,23,-3
61,POR,PHI,08/09/2020,240,W,124,43,91,47.3,11,35,31.4,27,29,93.1,7,34,41,19,8,6,10,16,3
62,BOS,ORL,08/09/2020,265,W,122,45,102,44.1,12,40,30.0,20,24,83.3,13,41,54,32,9,7,13,19,3
63,ORL,BOS,08/09/2020,265,L,119,41,102,40.2,15,47,31.9,22,26,84.6,12,40,52,24,7,4,14,25,-3
64,BKN,LAC,08/09/2020,240,W,129,47,85,55.3,20,43,46.5,15,19,78.9,8,38,46,32,5,5,16,25,9
65,LAC,BKN,08/09/2020,240,L,120,45,93,48.4,13,36,36.1,17,20,85.0,10,29,39,23,8,2,10,19,-9
66,SAS,NOP,08/09/2020,240,W,122,40,89,44.9,11,28,39.3,31,32,96.9,15,36,51,22,12,6,17,27,9
67,NOP,SAS,08/09/2020,240,L,113,42,96,43.8,12,30,40.0,17,22,77.3,16,32,48,30,5,5,20,26,-9
68,DEN,UTA,08/08/2020,290,W,134,51,108,47.2,9,37,24.3,23,30,76.7,12,40,52,29,10,5,11,24,2
69,UTA,DEN,08/08/2020,290,L,132,47,105,44.8,22,55,40.0,16,22,72.7,15,36,51,34,6,4,23,30,-2
70,DAL,MIL,08/08/2020,265,W,136,48,115,41.7,17,53,32.1,23,25,92.0,11,43,54,37,6,2,7,26,4
71,MIL,DAL,08/08/2020,265,L,132,47,99,47.5,15,44,34.1,23,34,67.6,9,46,55,26,3,9,13,26,-4
72,IND,LAL,08/08/2020,240,W,116,44,84,52.4,15,33,45.5,13,14,92.9,7,35,42,25,12,4,20,21,5
73,LAL,IND,08/08/2020,240,L,111,42,100,42.0,13,39,33.3,14,19,73.7,15,29,44,20,13,6,15,16,-5
74,LAC,POR,08/08/2020,240,W,122,42,85,49.4,15,34,44.1,23,28,82.1,9,36,45,24,5,2,14,22,5
75,POR,LAC,08/08/2020,240,L,117,44,90,48.9,17,43,39.5,12,17,70.6,9,32,41,24,5,2,11,26,-5
76,MIA,PHX,08/08/2020,240,L,112,41,84,48.8,11,36,30.6,19,22,86.4,3,34,37,28,6,9,12,21,-7
77,PHX,MIA,08/08/2020,240,W,119,44,92,47.8,12,32,37.5,19,20,95.0,12,40,52,27,5,4,11,21,7
78,WAS,NOP,08/07/2020,240,L,107,38,90,42.2,10,27,37.0,21,23,91.3,10,30,40,22,9,4,16,27,-11
79,NOP,WAS,08/07/2020,240,W,118,42,88,47.7,12,35,34.3,22,26,84.6,11,34,45,25,7,8,20,19,11
80,OKC,MEM,08/07/2020,240,L,92,34,97,35.1,13,43,30.2,11,15,73.3,12,24,36,19,12,2,10,20,-29
81,MEM,OKC,08/07/2020,240,W,121,46,83,55.4,11,31,35.5,18,20,90.0,12,46,58,24,6,4,20,19,29
82,TOR,BOS,08/07/2020,240,L,100,38,89,42.7,10,38,26.3,14,17,82.4,9,39,48,20,8,7,18,18,-22
83,BOS,TOR,08/07/2020,240,W,122,47,96,49.0,16,46,34.8,12,16,75.0,9,43,52,27,8,2,15,22,22
84,SAC,BKN,08/07/2020,240,L,106,38,89,42.7,12,40,30.0,18,24,75.0,13,37,50,19,3,4,15,26,-13
85,BKN,SAC,08/07/2020,240,W,119,42,86,48.8,17,40,42.5,18,28,64.3,7,37,44,30,9,3,11,23,13
86,UTA,SAS,08/07/2020,240,L,111,38,91,41.8,16,37,43.2,19,24,79.2,10,39,49,25,8,4,16,19,-8
87,SAS,UTA,08/07/2020,240,W,119,45,89,50.6,9,22,40.9,20,26,76.9,8,39,47,27,10,5,13,18,8
88,PHI,ORL,08/07/2020,240,W,108,38,93,40.9,8,29,27.6,24,33,72.7,15,36,51,19,4,4,9,20,7
89,ORL,PHI,08/07/2020,240,L,101,37,88,42.0,8,32,25.0,19,25,76.0,10,37,47,17,5,2,11,24,-7
90,POR,DEN,08/06/2020,240,W,125,43,92,46.7,23,39,59.0,16,20,80.0,13,26,39,30,7,6,9,18,10
91,DEN,POR,08/06/2020,240,L,115,44,84,52.4,14,28,50.0,13,17,76.5,11,33,44,30,5,4,16,22,-10
92,NOP,SAC,08/06/2020,240,L,125,47,82,57.3,14,34,41.2,17,23,73.9,5,25,30,31,4,3,17,26,-15
93,SAC,NOP,08/06/2020,240,W,140,50,93,53.8,16,33,48.5,24,33,72.7,13,26,39,26,11,3,8,20,15
94,DAL,LAC,08/06/2020,240,L,111,39,87,44.8,17,48,35.4,16,21,76.2,8,29,37,24,3,4,8,17,-15
95,LAC,DAL,08/06/2020,240,W,126,50,92,54.3,14,31,45.2,12,15,80.0,9,36,45,22,3,3,8,21,15
96,MIL,MIA,08/06/2020,240,W,130,41,78,52.6,15,37,40.5,33,38,86.8,5,39,44,27,7,3,14,21,14
97,MIA,MIL,08/06/2020,240,L,116,35,83,42.2,21,46,45.7,25,27,92.6,6,33,39,28,6,1,19,28,-14
98,LAL,HOU,08/06/2020,240,L,97,35,77,45.5,2,19,10.5,25,36,69.4,12,36,48,18,11,6,25,20,-16
99,HOU,LAL,08/06/2020,240,W,113,36,84,42.9,21,57,36.8,20,23,87.0,4,30,34,26,11,5,20,28,16
100,IND,PHX,08/06/2020,240,L,99,37,85,43.5,10,29,34.5,15,19,78.9,5,33,38,20,6,5,15,22,-15
101,PHX,IND,08/06/2020,240,W,114,43,92,46.7,9,34,26.5,19,20,95.0,12,41,53,27,6,4,16,20,15
102,WAS,PHI,08/05/2020,240,L,98,36,85,42.4,7,21,33.3,19,24,79.2,9,39,48,17,8,5,15,26,-9
103,PHI,WAS,08/05/2020,240,W,107,38,82,46.3,11,29,37.9,20,29,69.0,6,35,41,27,11,4,14,21,9
104,MEM,UTA,08/05/2020,240,L,115,43,91,47.3,11,29,37.9,18,25,72.0,9,32,41,21,7,3,14,28,-9
105,UTA,MEM,08/05/2020,240,W,124,38,84,45.2,18,45,40.0,30,33,90.9,11,35,46,25,5,4,18,23,9
106,ORL,TOR,08/05/2020,240,L,99,35,87,40.2,11,41,26.8,18,26,69.2,8,35,43,26,8,4,13,26,-10
107,TOR,ORL,08/05/2020,240,W,109,38,78,48.7,12,33,36.4,21,30,70.0,3,41,44,25,6,2,15,21,10
108,BOS,BKN,08/05/2020,240,W,149,50,88,56.8,20,39,51.3,29,35,82.9,6,37,43,29,10,10,14,23,34
109,BKN,BOS,08/05/2020,240,L,115,45,95,47.4,8,32,25.0,17,21,81.0,7,27,34,23,9,2,18,22,-34
110,OKC,LAL,08/05/2020,240,W,105,34,79,43.0,5,24,20.8,32,36,88.9,4,48,52,17,9,2,14,23,19
111,LAL,OKC,08/05/2020,240,L,86,31,88,35.2,5,37,13.5,19,29,65.5,10,36,46,17,7,3,11,24,-19
112,SAS,DEN,08/05/2020,240,L,126,46,93,49.5,11,30,36.7,23,27,85.2,10,25,35,29,10,5,9,20,-6
113,DEN,SAS,08/05/2020,240,W,132,50,91,54.9,14,36,38.9,18,21,85.7,14,32,46,31,6,5,14,21,6
114,DAL,SAC,08/04/2020,265,W,114,33,90,36.7,9,41,22.0,39,50,78.0,17,44,61,22,4,2,17,21,4
115,SAC,DAL,08/04/2020,265,L,110,43,104,41.3,16,43,37.2,8,12,66.7,8,39,47,26,8,3,11,37,-4
116,IND,ORL,08/04/2020,240,W,120,46,84,54.8,13,33,39.4,15,19,78.9,2,30,32,29,10,3,7,17,11
117,ORL,IND,08/04/2020,240,L,109,39,82,47.6,12,34,35.3,19,23,82.6,11,32,43,21,3,2,18,22,-11
118,BKN,MIL,08/04/2020,240,W,119,43,103,41.7,21,57,36.8,12,16,75.0,7,35,42,30,5,6,7,26,3
119,MIL,BKN,08/04/2020,240,L,116,42,88,47.7,17,51,33.3,15,23,65.2,7,47,54,28,3,5,19,19,-3
120,HOU,POR,08/04/2020,240,L,102,34,87,39.1,19,53,35.8,15,24,62.5,5,34,39,24,7,3,10,26,-8
121,POR,HOU,08/04/2020,240,W,110,39,95,41.1,12,31,38.7,20,29,69.0,15,49,64,18,7,5,12,21,8
122,BOS,MIA,08/04/2020,240,L,106,37,85,43.5,10,33,30.3,22,27,81.5,14,31,45,15,7,4,16,26,-6
123,MIA,BOS,08/04/2020,240,W,112,34,77,44.2,15,43,34.9,29,39,74.4,12,30,42,22,8,5,13,19,6
124,PHX,LAC,08/04/2020,240,W,117,45,96,46.9,17,32,53.1,10,14,71.4,11,33,44,25,5,0,8,21,2
125,LAC,PHX,08/04/2020,240,L,115,42,85,49.4,8,29,27.6,23,27,85.2,8,40,48,21,2,3,10,16,-2
126,MEM,NOP,08/03/2020,240,L,99,37,93,39.8,12,43,27.9,13,15,86.7,8,35,43,25,3,10,14,32,-10
127,NOP,MEM,08/03/2020,240,W,109,37,82,45.1,11,29,37.9,24,39,61.5,8,41,49,25,7,1,15,20,10
128,DEN,OKC,08/03/2020,265,W,121,42,87,48.3,7,25,28.0,30,39,76.9,9,37,46,23,10,3,13,29,8
129,OKC,DEN,08/03/2020,265,L,113,37,87,42.5,15,36,41.7,24,31,77.4,8,34,42,20,4,5,16,32,-8
130,WAS,IND,08/03/2020,240,L,100,41,94,43.6,11,30,36.7,7,13,53.8,9,36,45,30,6,7,13,19,-11
131,IND,WAS,08/03/2020,240,W,111,44,92,47.8,7,26,26.9,16,16,100,9,36,45,20,6,11,10,15,11
132,UTA,LAL,08/03/2020,240,L,108,37,83,44.6,12,43,27.9,22,25,88.0,7,35,42,25,8,3,21,29,-8
133,LAL,UTA,08/03/2020,240,W,116,41,82,50.0,9,26,34.6,25,31,80.6,4,34,38,23,12,3,14,24,8
134,PHI,SAS,08/03/2020,240,W,132,46,87,52.9,14,31,45.2,26,30,86.7,8,27,35,26,6,6,13,25,2
135,SAS,PHI,08/03/2020,240,L,130,46,93,49.5,12,26,46.2,26,29,89.7,13,31,44,21,7,6,14,23,-2
136,MIA,TOR,08/03/2020,240,L,103,37,87,42.5,14,45,31.1,15,16,93.8,8,33,41,29,9,8,15,24,-4
137,TOR,MIA,08/03/2020,240,W,107,29,67,43.3,16,32,50.0,33,36,91.7,3,36,39,19,6,3,21,19,4
138,MEM,SAS,08/02/2020,240,L,106,42,91,46.2,7,30,23.3,15,18,83.3,3,36,39,27,5,3,12,27,-2
139,SAS,MEM,08/02/2020,240,W,108,36,86,41.9,12,29,41.4,24,33,72.7,12,37,49,22,5,6,17,20,2
140,MIL,HOU,08/02/2020,240,L,116,45,92,48.9,9,35,25.7,17,23,73.9,17,48,65,21,6,6,23,23,-4
141,HOU,MIL,08/02/2020,240,W,120,36,91,39.6,21,61,34.4,27,31,87.1,6,30,36,22,15,3,9,24,4
142,SAC,ORL,08/02/2020,240,L,116,45,91,49.5,8,28,28.6,18,22,81.8,9,30,39,30,10,0,15,28,-16
143,ORL,SAC,08/02/2020,240,W,132,43,82,52.4,18,38,47.4,28,35,80.0,12,34,46,31,10,4,18,25,16
144,BOS,POR,08/02/2020,240,W,128,42,77,54.5,18,30,60.0,26,34,76.5,6,30,36,24,9,6,14,21,4
145,POR,BOS,08/02/2020,240,L,124,45,90,50.0,19,42,45.2,15,16,93.8,9,26,35,31,8,5,12,25,-4
146,BKN,WAS,08/02/2020,240,W,118,38,90,42.2,11,33,33.3,31,37,83.8,13,35,48,23,5,4,11,24,8
147,WAS,BKN,08/02/2020,240,L,110,40,88,45.5,9,31,29.0,21,27,77.8,10,36,46,26,6,6,13,31,-8
148,PHX,DAL,08/02/2020,240,W,117,42,93,45.2,12,33,36.4,21,23,91.3,6,43,49,22,5,4,11,29,2
149,DAL,PHX,08/02/2020,240,L,115,38,93,40.9,6,31,19.4,33,37,89.2,10,39,49,22,8,5,8,22,-2
150,UTA,OKC,08/01/2020,240,L,94,34,87,39.1,8,31,25.8,18,22,81.8,12,23,35,17,11,4,16,21,-16
151,OKC,UTA,08/01/2020,240,W,110,41,77,53.2,10,26,38.5,18,24,75.0,11,36,47,19,9,8,22,21,16
152,LAL,TOR,08/01/2020,240,L,92,29,82,35.4,10,40,25.0,24,33,72.7,8,32,40,17,8,12,18,25,-15
153,TOR,LAL,08/01/2020,240,W,107,35,84,41.7,14,34,41.2,23,26,88.5,7,44,51,24,7,5,18,28,15
154,MIA,DEN,08/01/2020,240,W,125,40,72,55.6,13,29,44.8,32,37,86.5,6,32,38,29,7,2,16,28,20
155,DEN,MIA,08/01/2020,240,L,105,39,89,43.8,8,35,22.9,19,24,79.2,13,25,38,28,7,2,19,32,-20
156,IND,PHI,08/01/2020,240,W,127,48,95,50.5,14,34,41.2,17,23,73.9,10,24,34,31,8,5,10,25,6
157,PHI,IND,08/01/2020,240,L,121,46,93,49.5,9,25,36.0,20,25,80.0,20,35,55,20,6,5,21,30,-6
158,LAC,NOP,08/01/2020,240,W,126,37,87,42.5,25,47,53.2,27,35,77.1,8,40,48,23,10,2,10,28,23
159,NOP,LAC,08/01/2020,240,L,103,38,85,44.7,9,30,30.0,18,28,64.3,9,39,48,24,4,1,18,23,-23
160,PHX,WAS,07/31/2020,240,W,125,42,80,52.5,11,32,34.4,30,32,93.8,4,33,37,29,10,3,18,24,13
161,WAS,PHX,07/31/2020,240,L,112,42,91,46.2,8,22,36.4,20,23,87.0,8,28,36,18,7,2,18,26,-13
162,DAL,HOU,07/31/2020,265,L,149,50,105,47.6,21,49,42.9,28,38,73.7,13,42,55,30,7,4,20,36,-4
163,HOU,DAL,07/31/2020,265,W,153,52,101,51.5,19,48,39.6,30,39,76.9,7,36,43,26,12,10,9,31,4
164,BOS,MIL,07/31/2020,240,L,112,37,91,40.7,11,37,29.7,27,34,79.4,14,34,48,18,8,5,16,28,-7
165,MIL,BOS,07/31/2020,240,W,119,39,84,46.4,13,41,31.7,28,34,82.4,7,40,47,25,9,7,15,26,7
166,MEM,POR,07/31/2020,265,L,135,42,93,45.2,13,41,31.7,38,50,76.0,10,29,39,25,9,5,13,26,-5
167,POR,MEM,07/31/2020,265,W,140,49,91,53.8,13,30,43.3,29,34,85.3,9,33,42,27,10,9,17,36,5
168,BKN,ORL,07/31/2020,240,L,118,44,91,48.4,13,42,31.0,17,23,73.9,10,29,39,30,4,2,14,25,-10
169,ORL,BKN,07/31/2020,240,W,128,46,87,52.9,11,31,35.5,25,28,89.3,6,36,42,31,8,3,14,23,10
170,SAS,SAC,07/31/2020,240,W,129,48,90,53.3,11,25,44.0,22,27,81.5,9,33,42,32,6,4,15,17,9
171,SAC,SAS,07/31/2020,240,L,120,46,95,48.4,12,38,31.6,16,20,80.0,8,34,42,22,11,2,18,25,-9
172,UTA,NOP,07/30/2020,240,W,106,37,84,44.0,8,34,23.5,24,28,85.7,12,31,43,17,11,6,20,23,2
173,NOP,UTA,07/30/2020,240,L,104,40,94,42.6,11,31,35.5,13,18,72.2,15,30,45,22,12,2,21,25,-2
174,LAC,LAL,07/30/2020,240,L,101,32,74,43.2,16,36,44.4,21,28,75.0,4,32,36,17,6,5,22,30,-2
175,LAL,LAC,07/30/2020,240,W,103,32,82,39.0,11,36,30.6,28,37,75.7,11,34,45,21,6,3,16,27,2
176,NYK,ATL,03/11/2020,265,W,136,50,94,53.2,11,28,39.3,25,34,73.5,6,41,47,32,14,9,12,23,5
177,ATL,NYK,03/11/2020,265,L,131,48,106,45.3,14,41,34.1,21,26,80.8,15,38,53,26,6,3,17,25,-5
178,DEN,DAL,03/11/2020,240,L,97,39,83,47.0,14,39,35.9,5,8,62.5,3,37,40,23,6,4,16,20,-16
179,DAL,DEN,03/11/2020,240,W,113,42,92,45.7,12,35,34.3,17,23,73.9,13,39,52,23,9,2,11,14,16
180,CHA,MIA,03/11/2020,240,W,109,37,82,45.1,17,34,50.0,18,22,81.8,15,35,50,20,7,4,14,9,11
181,MIA,CHA,03/11/2020,240,L,98,39,84,46.4,15,44,34.1,5,6,83.3,9,27,36,32,8,5,14,17,-11
182,DET,PHI,03/11/2020,240,L,106,39,84,46.4,11,35,31.4,17,25,68.0,6,26,32,25,10,3,9,24,-18
183,PHI,DET,03/11/2020,240,W,124,42,83,50.6,14,33,42.4,26,32,81.3,13,37,50,28,7,4,14,18,18
184,ORL,MEM,03/10/2020,240,W,120,43,92,46.7,14,33,42.4,20,22,90.9,12,29,41,31,10,3,16,26,5
185,MEM,ORL,03/10/2020,240,L,115,38,76,50.0,11,29,37.9,28,38,73.7,7,32,39,24,7,5,21,22,-5
186,NYK,WAS,03/10/2020,240,L,115,42,81,51.9,8,21,38.1,23,31,74.2,8,28,36,30,10,3,19,29,-7
187,WAS,NYK,03/10/2020,240,W,122,35,74,47.3,14,35,40.0,38,45,84.4,9,28,37,23,8,4,19,25,7
188,BOS,IND,03/10/2020,240,W,114,41,93,44.1,13,37,35.1,19,22,86.4,11,35,46,19,9,4,10,15,3
189,IND,BOS,03/10/2020,240,L,111,46,93,49.5,9,24,37.5,10,11,90.9,10,33,43,23,5,8,12,20,-3
190,POR,PHX,03/10/2020,240,W,121,45,89,50.6,17,35,48.6,14,17,82.4,9,37,46,20,9,9,11,17,16
191,PHX,POR,03/10/2020,240,L,105,35,87,40.2,11,32,34.4,24,25,96.0,9,34,43,26,3,5,14,16,-16
192,HOU,MIN,03/10/2020,240,W,117,41,80,51.3,15,38,39.5,20,26,76.9,5,28,33,24,9,5,18,20,6
193,MIN,HOU,03/10/2020,240,L,111,40,83,48.2,14,35,40.0,17,23,73.9,8,33,41,21,9,0,19,20,-6
194,CHI,CLE,03/10/2020,240,W,108,42,84,50.0,12,34,35.3,12,15,80.0,14,32,46,23,8,6,21,21,5
195,CLE,CHI,03/10/2020,240,L,103,40,80,50.0,6,24,25.0,17,23,73.9,9,26,35,29,9,5,18,15,-5
196,BKN,LAL,03/10/2020,240,W,104,37,90,41.1,13,40,32.5,17,23,73.9,14,33,47,24,7,3,11,18,2
197,LAL,BKN,03/10/2020,240,L,102,40,87,46.0,15,40,37.5,7,12,58.3,8,38,46,24,7,4,15,22,-2
198,SAS,DAL,03/10/2020,240,W,119,46,89,51.7,15,32,46.9,12,15,80.0,6,34,40,32,11,10,12,15,10
199,DAL,SAS,03/10/2020,240,L,109,42,92,45.7,17,44,38.6,8,11,72.7,7,35,42,23,8,3,14,19,-10
200,GSW,LAC,03/10/2020,240,L,107,37,79,46.8,11,38,28.9,22,27,81.5,4,31,35,25,3,0,10,17,-24
201,LAC,GSW,03/10/2020,240,W,131,46,92,50.0,20,44,45.5,19,19,100,11,36,47,28,5,2,11,19,24
202,MIL,DEN,03/09/2020,240,L,95,34,90,37.8,15,50,30.0,12,18,66.7,11,37,48,23,8,4,17,15,-14
203,DEN,MIL,03/09/2020,240,W,109,41,94,43.6,16,41,39.0,11,12,91.7,6,42,48,28,11,8,14,20,14
204,CHA,ATL,03/09/2020,290,L,138,49,104,47.1,19,48,39.6,21,23,91.3,8,27,35,31,9,6,5,22,-5
205,ATL,CHA,03/09/2020,290,W,143,53,96,55.2,21,43,48.8,16,27,59.3,12,41,53,33,1,5,16,26,5
206,UTA,TOR,03/09/2020,240,L,92,33,83,39.8,16,43,37.2,10,14,71.4,6,28,34,24,12,4,11,20,-9
207,TOR,UTA,03/09/2020,240,W,101,36,83,43.4,13,36,36.1,16,18,88.9,14,39,53,22,9,2,20,14,9
208,MIA,WAS,03/08/2020,240,W,100,32,66,48.5,13,28,46.4,23,28,82.1,5,41,46,21,7,8,23,25,11
209,WAS,MIA,03/08/2020,240,L,89,26,78,33.3,19,47,40.4,18,21,85.7,4,25,29,19,11,2,14,26,-11
210,NOP,MIN,03/08/2020,240,W,120,44,90,48.9,11,35,31.4,21,31,67.7,10,44,54,28,7,5,25,23,13
